TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
       140,      1100, 93.851900,      70.0,       1.6,      1086,       102,        77,     76014,      7140,      5411,        -1,      -535,      -536,       -85,    -37431,    -37516,      1016,       271,       217,      1626,       434,       347,        -1,      -606,      -607,        -1,      -970,      -971,      1087,      1622,      1017,      1623
       141,      1101,167.870400,      83.5,      15.0,      1132,       102,        78,     94501,      8517,      6505,        -1,      -555,      -556,      -101,    -46330,    -46431,      1046,       271,       214,     15691,      4063,      3210,        -1,      -594,      -595,       -10,     -8912,     -8922,      1133,      1688,      1047,      1641
       142,      1102,155.180300,       1.0,       5.5,      1043,       102,        16,      1043,       102,        16,        -1,      -690,      -691,        -1,      -690,      -691,       986,       270,        67,      5422,      1487,       366,        -1,      -670,      -670,        -4,     -3684,     -3688,      1044,      1735,       986,      1656
       143,      1103, 55.642000,         0,         0,      1089,       102,        15,         0,         0,         0,        -1,      -584,      -585,         0,         0,         0,      1014,       271,       108,         0,         0,         0,        -1,      -697,      -697,         0,         0,         0,      1091,      1674,      1014,      1711
       144,      1104,100.108900,         0,         0,      1038,       102,        18,         0,         0,         0,        -1,      -643,      -644,         0,         0,         0,       980,       271,       138,         0,         0,         0,        -1,      -700,      -701,         0,         0,         0,      1039,      1682,       980,      1680
       145,      1105,358.428100,       1.9,         0,       949,        98,         0,      1804,       187,         0,        -1,      -546,      -547,        -2,     -1037,     -1039,       969,       258,         2,         0,         0,         0,        -0,      -535,      -535,         0,         0,         0,       950,      1496,       969,      1504
       146,      1106,217.661500,       4.8,         0,      1282,       102,        12,      6152,       490,        60,        -1,      -507,      -508,        -6,     -2433,     -2439,      1130,       270,        47,         0,         0,         0,        -1,      -538,      -539,         0,         0,         0,      1283,      1790,      1130,      1669
       147,      1107,1867.67340,       1.0,         0,       739,        71,         0,       739,        71,         0,        -1,      -638,      -639,        -1,      -638,      -639,       827,       189,         1,         0,         0,         0,        -0,      -647,      -647,         0,         0,         0,       740,      1378,       828,      1475
       148,      1108,5928.36540,         0,         0,        59,         0,         0,         0,         0,         0,        -0,      -284,      -284,         0,         0,         0,       156,         0,         0,         0,         0,         0,        -0,      -412,      -412,         0,         0,         0,        59,       343,       156,       569
       149,      1109,9813.58820,         0,         0,        78,         0,         0,         0,         0,         0,        -0,      -524,      -524,         0,         0,         0,       199,         0,         0,         0,         0,         0,        -0,      -591,      -591,         0,         0,         0,        78,       603,       200,       791
