TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byTran,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byTran,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byTran,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byTran,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byTran_wk,tmp_Job_byTran_dr,tmp_HH_byTran_wk,tmp_HH_byTran_dr,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        11,     21011,20242.5975,     149.6,      85.4,       182,         0,        91,        85,     27219,         0,     13601,     12776,        -1,     -1516,     -1516,       -87,   -226729,   -226815,       414,         0,       154,       150,     35338,         0,     13168,     12776,        -0,     -1726,     -1726,       -42,   -147379,   -147421,         0,         0,         0,         0,       183,      1698,       414,      2140
        12,     21012,34953.5015,         0,         0,        10,         0,         0,         0,         0,         0,         0,         0,         0,     -7024,     -7024,         0,         0,         0,        45,         0,         0,         0,         0,         0,         0,         0,        -0,     -6334,     -6334,         0,         0,         0,         0,         0,         0,         0,        10,      7033,        45,      6378
        13,     21013,21068.9554,         0,      30.0,     12754,         0,        30,        30,         0,         0,         0,         0,      -292,     -5958,     -6250,         0,         0,         0,      9552,         0,         1,         0,    286550,         0,        28,         0,      -196,     -6697,     -6893,     -5885,   -200907,   -206792,         0,         0,         0,         0,     13047,     19004,      9748,     16445
        14,     21014,13106.4505,      11.6,         0,      1607,         0,         0,         0,     18638,         0,         0,         0,      -217,     -6121,     -6339,     -2522,    -71005,    -73527,      1586,         0,        12,        12,         0,         0,         0,         0,       -77,     -5357,     -5434,         0,         0,         0,         0,         0,         0,         0,      1824,      7945,      1663,      7020
        15,     21015,15008.6417,      40.6,         0,      6393,         0,         0,         0,    259558,         0,         0,         0,      -299,     -8755,     -9053,    -12121,   -355451,   -367572,      4792,         0,        46,        41,         0,         0,         0,         0,      -178,     -8055,     -8233,         0,         0,         0,         0,         0,         0,         0,      6692,     15447,      4970,     13025
        16,     21016,15453.1016,       3.0,         0,     16342,         0,        22,         0,     49026,         0,        66,         0,      -303,     -5426,     -5730,      -910,    -16278,    -17189,     12806,         0,       144,         3,         0,         0,         0,         0,      -212,     -5552,     -5764,         0,         0,         0,         0,         0,         0,         0,     16645,     22072,     13017,     18569
        17,     21017,9427.45191,      49.4,         0,      7190,         0,         0,         0,    355197,         0,         0,         0,      -301,     -3205,     -3506,    -14870,   -158321,   -173191,      5430,         0,        53,        49,         0,         0,         0,         0,      -190,     -3440,     -3629,         0,         0,         0,         0,         0,         0,         0,      7491,     10696,      5620,      9060
        18,     21018,24339.3097,      14.8,         0,      8719,         0,         0,         0,    129048,         0,         0,         0,      -300,     -6588,     -6887,     -4434,    -97495,   -101929,      6644,         0,        15,        15,         0,         0,         0,         0,      -197,     -5992,     -6188,         0,         0,         0,         0,         0,         0,         0,      9019,     15607,      6841,     12832
        19,     21019,31503.2386,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,        -3,        -3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,        -7,        -7,         0,         0,         0,         0,         0,         0,         0,         0,         3,         0,         7
        20,     21020,224093.341,       3.0,         0,      2358,         0,         0,         0,      7075,         0,         0,         0,      -226,     -5717,     -5943,      -679,    -17151,    -17830,      3219,         0,         3,         3,         0,         0,         0,         0,      -118,     -4918,     -5036,         0,         0,         0,         0,         0,         0,         0,      2585,      8302,      3337,      8255
        21,     21021,114873.326,       2.0,     154.4,      4085,         0,       154,       154,      8170,         0,       309,       309,      -278,     -6891,     -7169,      -555,    -13783,    -14338,      3108,         0,         2,         2,    479833,         0,       309,       309,      -140,     -6769,     -6908,    -21569,  -1045083,  -1066652,         0,         0,         0,         0,      4363,     11254,      3247,     10016
        22,     21022,7538.00115,       2.7,       6.4,     16632,         0,        27,         6,     44906,         0,        72,        17,      -719,     -4083,     -4802,     -1940,    -11024,    -12964,     14730,         0,        16,         3,     94273,         0,       100,        17,      -372,     -4087,     -4459,     -2382,    -26158,    -28541,         0,         0,         0,         0,     17350,     21433,     15102,     19190
        23,     21023,2675.70212,      18.7,       8.4,     17393,         0,       155,         8,    325258,         0,      2907,       157,      -253,     -4793,     -5045,     -4727,    -89621,    -94348,     15544,         0,       334,        19,    130566,         0,      2803,       157,      -163,     -4026,     -4189,     -1367,    -33819,    -35186,         0,         0,         0,         0,     17646,     22439,     15706,     19732
        24,     21024,3162.79457,       9.0,         0,     18373,         0,       306,         0,    165356,         0,      2750,         0,      -264,     -4831,     -5095,     -2375,    -43476,    -45851,     16475,         0,       710,         9,         0,         0,         0,         0,      -174,     -3977,     -4151,         0,         0,         0,         0,         0,         0,         0,     18637,     23467,     16649,     20626
        25,     21025,2927.29804,       9.3,      17.3,     20648,         0,       584,        17,    192024,         0,      5429,       161,      -710,     -3638,     -4348,     -6605,    -33834,    -40440,     18259,         0,      1644,         9,    315881,         0,     28438,       161,      -375,     -3165,     -3540,     -6481,    -54754,    -61234,         0,         0,         0,         0,     21358,     24996,     18634,     21799
        26,     21026,2992.72361,       7.8,         0,     20937,         0,       674,         0,    163311,         0,      5255,         0,      -724,     -4020,     -4744,     -5645,    -31358,    -37004,     18394,         0,      2234,         8,         0,         0,         0,         0,      -384,     -3471,     -3855,         0,         0,         0,         0,         0,         0,         0,     21661,     25681,     18778,     22249
        27,     21027,1127.87412,      10.8,       8.5,     18050,         0,       233,         9,    194945,         0,      2520,        92,      -253,     -5349,     -5602,     -2733,    -57771,    -60505,     16117,         0,       590,        11,    136991,         0,      5018,        92,      -164,     -4284,     -4448,     -1391,    -36417,    -37808,         0,         0,         0,         0,     18304,     23653,     16280,     20565
        28,     21028,373.619383,      12.1,         0,     20259,         0,       359,         0,    245133,         0,      4349,         0,      -252,     -4427,     -4679,     -3053,    -53569,    -56622,     17966,         0,      1055,        32,         0,         0,         0,         0,      -164,     -3507,     -3671,         0,         0,         0,         0,         0,         0,         0,     20511,     24938,     18131,     21638
        29,     21029,480.559834,      30.3,         0,     20941,         0,       453,        11,    634524,         0,     13728,       342,      -253,     -4283,     -4536,     -7664,   -129767,   -137431,     18542,         0,      1493,        72,         0,         0,         0,         0,      -164,     -3266,     -3430,         0,         0,         0,         0,         0,         0,         0,     21194,     25477,     18706,     21971
        30,     21030,531.556819,       2.2,         0,     19820,         0,       625,         1,     43603,         0,      1374,         1,      -252,     -5515,     -5767,      -555,    -12133,    -12688,     17599,         0,      1829,        16,         0,         0,         0,         0,      -164,     -4295,     -4459,         0,         0,         0,         0,         0,         0,         0,     20072,     25587,     17763,     22058
        31,     21031,524.691448,      82.5,       3.1,     21247,         0,       877,         3,   1752878,         0,     72314,       256,      -460,     -4333,     -4793,    -37966,   -357447,   -395413,     18862,         0,      2713,        83,     58471,         0,      8409,       257,      -247,     -3341,     -3588,      -767,    -10357,    -11124,         0,         0,         0,         0,     21707,     26040,     19109,     22450
        32,     21032,681.446159,      41.9,      27.8,     22159,         0,      1045,        28,    928472,         0,     43803,      1165,      -660,     -3669,     -4329,    -27662,   -153711,   -181374,     19550,         0,      3292,        42,    543489,         0,     91504,      1165,      -342,     -2797,     -3139,     -9517,    -77753,    -87270,         0,         0,         0,         0,     22819,     26488,     19892,     22689
        33,     21033,346.749638,         0,         0,     22928,         0,      1130,        58,         0,         0,         0,         0,      -726,     -3076,     -3802,         0,         0,         0,     19968,         0,      3620,        14,         0,         0,         0,         0,      -381,     -2592,     -2974,         0,         0,         0,         0,         0,         0,         0,     23654,     26731,     20350,     22942
        34,     21034,476.347307,      11.0,      98.5,     23261,         0,      1108,        99,    255866,         0,     12189,      1084,      -727,     -3015,     -3742,     -7995,    -33164,    -41158,     20221,         0,      3650,        11,   1991816,         0,    359481,      1084,      -382,     -2499,     -2881,    -37603,   -246164,   -283767,         0,         0,         0,         0,     23987,     27002,     20603,     23102
        35,     21035,693.694056,         0,      29.0,     23150,         0,      1051,        40,         0,         0,         0,         0,      -727,     -3062,     -3789,         0,         0,         0,     20148,         0,      3593,         3,    584282,         0,    104191,        83,      -381,     -2508,     -2889,    -11056,    -72723,    -83778,         0,         0,         0,         0,     23877,     26939,     20529,     23037
        36,     21036,262.119661,       3.0,       2.7,     20057,         0,       952,         3,     60171,         0,      2856,         8,     -1132,     -3901,     -5033,     -3395,    -11703,    -15098,     17904,         0,      3188,        93,     48341,         0,      8608,       250,      -651,     -3087,     -3738,     -1758,     -8334,    -10092,         0,         0,         0,         0,     21189,     25090,     18555,     21642
        37,     21037,167.334310,     125.4,         0,     20988,         0,       907,         4,   2631866,         0,    113730,       450,     -1131,     -3027,     -4158,   -141876,   -379592,   -521468,     18636,         0,      3020,       286,         0,         0,         0,         0,      -649,     -2377,     -3025,         0,         0,         0,         0,         0,         0,         0,     22119,     25146,     19285,     21662
        38,     21038,609.154491,         0,         0,     19305,         0,       308,         0,         0,         0,         0,         0,      -253,     -5430,     -5683,         0,         0,         0,     17198,         0,       998,         1,         0,         0,         0,         0,      -164,     -4125,     -4289,         0,         0,         0,         0,         0,         0,         0,     19558,     24988,     17362,     21487
        39,     21039,538.188865,      46.8,      15.7,     21700,         0,       547,       166,   1015544,         0,     25603,      7752,      -253,     -3997,     -4251,    -11863,   -187079,   -198942,     19162,         0,      1971,       100,    300851,         0,     30943,      1577,      -163,     -2930,     -3094,     -2566,    -46005,    -48571,         0,         0,         0,         0,     21953,     25951,     19326,     22256
        40,     21040,580.870931,      39.7,     186.7,     22301,         0,       652,       199,    885352,         0,     25868,      7913,      -253,     -4094,     -4347,    -10035,   -162537,   -172573,     19642,         0,      2389,        77,   3667094,         0,    446029,     14429,      -164,     -2899,     -3063,    -30558,   -541247,   -571805,         0,         0,         0,         0,     22554,     26648,     19805,     22704
        41,     21041,649.350486,     303.9,      23.9,     22853,         0,      1233,        24,   6945095,         0,    374654,      7263,      -451,     -3693,     -4143,   -136953,  -1122219,  -1259172,     20199,         0,      3631,       304,    482763,         0,     86788,      7263,      -232,     -2507,     -2740,     -5551,    -59923,    -65474,         0,         0,         0,         0,     23304,     26997,     20432,     22939
        42,     21042,650.698625,      57.4,      10.3,     23349,         0,      1717,        10,   1340217,         0,     98544,       591,      -675,     -3865,     -4541,    -38773,   -221871,   -260644,     20478,         0,      4745,        68,    210925,         0,     48873,       699,      -303,     -2544,     -2847,     -3122,    -26204,    -29326,         0,         0,         0,         0,     24024,     27890,     20781,     23325
        43,     21043,324.656767,      56.3,         0,     24232,         0,      1874,         4,   1364264,         0,    105527,       247,      -689,     -3077,     -3766,    -38816,   -173213,   -212029,     20987,         0,      5196,       150,         0,         0,         0,         0,      -332,     -2287,     -2618,         0,         0,         0,         0,         0,         0,         0,     24921,     27998,     21319,     23605
        44,     21044,163.861680,         0,         0,     24434,         0,      1656,        64,         0,         0,         0,         0,      -711,     -2428,     -3139,         0,         0,         0,     21075,         0,      4865,       157,         0,         0,         0,         0,      -366,     -1979,     -2346,         0,         0,         0,         0,         0,         0,         0,     25145,     27573,     21441,     23421
        45,     21045,241.966112,      31.3,     115.3,     24520,         0,      1568,       207,    767473,         0,     49086,      6483,      -710,     -2388,     -3098,    -22219,    -74749,    -96969,     21137,         0,      4704,       111,   2437061,         0,    542422,     12761,      -365,     -1927,     -2292,    -42102,   -222143,   -264245,         0,         0,         0,         0,     25230,     27618,     21502,     23428
        46,     21046,161.055476,         0,         0,     22877,         0,      1398,        77,         0,         0,         0,         0,      -731,     -3236,     -3968,         0,         0,         0,     19987,         0,      4262,       169,         0,         0,         0,         0,      -376,     -2360,     -2736,         0,         0,         0,         0,         0,         0,         0,     23609,     26845,     20363,     22723
        47,     21047,143.816837,      31.3,         0,     21505,         0,      1216,        21,    673118,         0,     38051,       660,     -1132,     -3312,     -4443,    -35418,   -103662,   -139080,     19017,         0,      3777,       480,         0,         0,         0,         0,      -650,     -2523,     -3173,         0,         0,         0,         0,         0,         0,         0,     22637,     25949,     19667,     22190
        48,     21048,171.033878,     130.7,       3.9,     24871,         0,      2125,        66,   3250699,         0,    277726,      8590,      -726,     -2710,     -3435,    -94868,   -354137,   -449004,     21419,         0,      5638,       222,     83535,         0,     21989,       864,      -378,     -2010,     -2388,     -1474,     -7838,     -9312,         0,         0,         0,         0,     25597,     28307,     21797,     23807
        49,     21049,245.500651,      88.6,     112.2,     24633,         0,      1990,       294,   2182501,         0,    176352,     26054,      -703,     -2739,     -3442,    -62259,   -242680,   -304939,     21234,         0,      5384,       384,   2382478,         0,    604053,     43098,      -353,     -1949,     -2301,    -39595,   -218626,   -258221,         0,         0,         0,         0,     25336,     28075,     21587,     23536
        50,     21050,161.983560,      26.7,       3.9,     23876,         0,      1759,       127,    637491,         0,     46969,      3399,      -735,     -3221,     -3955,    -19622,    -85988,   -105610,     20763,         0,      4892,       655,     80977,         0,     19078,      2556,      -374,     -2144,     -2518,     -1458,     -8361,     -9818,         0,         0,         0,         0,     24611,     27832,     21137,     23281
        51,     21051,147.743944,     248.7,      20.0,     23159,         0,      1544,        84,   5759557,         0,    383914,     20913,      -864,     -3019,     -3883,   -214784,   -750892,   -965676,     20291,         0,      4386,       896,    405828,         0,     87717,     17911,      -462,     -2093,     -2555,     -9242,    -41860,    -51102,         0,         0,         0,         0,     24022,     27042,     20754,     22846
        52,     21052,256.476538,     368.3,       6.2,     22430,         0,      1287,        26,   8260838,         0,    473839,      9547,     -1126,     -2932,     -4057,   -414640,  -1079674,  -1494314,     19737,         0,      3772,       669,    122369,         0,     23385,      4149,      -643,     -2115,     -2758,     -3986,    -13116,    -17102,         0,         0,         0,         0,     23555,     26487,     20380,     22495
        53,     21053,243.541212,      56.4,         0,     22730,         0,       859,         2,   1281964,         0,     48438,       133,      -841,     -2736,     -3577,    -47412,   -154333,   -201744,     19982,         0,      2890,       232,         0,         0,         0,         0,      -462,     -1942,     -2404,         0,         0,         0,         0,         0,         0,         0,     23571,     26307,     20444,     22386
        54,     21054,473.820349,      10.0,       1.6,     16431,         0,       437,         2,    164308,         0,      4369,        16,      -252,     -8648,     -8900,     -2520,    -86476,    -88996,     14746,         0,       936,        10,     23594,         0,      1497,        16,      -164,     -6615,     -6779,      -262,    -10583,    -10846,         0,         0,         0,         0,     16683,     25330,     14910,     21525
        55,     21055,327.379062,       4.6,         0,     19578,         0,       439,         0,     90061,         0,      2020,         0,      -252,     -6093,     -6345,     -1161,    -28027,    -29188,     17427,         0,      1300,         6,         0,         0,         0,         0,      -164,     -4497,     -4660,         0,         0,         0,         0,         0,         0,         0,     19831,     25924,     17591,     22087
        56,     21056,588.433624,         0,         0,     21617,         0,       799,         0,         0,         0,         0,         0,      -225,     -4716,     -4941,         0,         0,         0,     18726,         0,      2180,         1,         0,         0,         0,         0,      -123,     -3607,     -3729,         0,         0,         0,         0,         0,         0,         0,     21841,     26557,     18849,     22455
        57,     21057,502.744425,       6.9,         0,     23375,         0,      1570,         0,    161288,         0,     10830,         0,      -245,     -4069,     -4315,     -1693,    -28077,    -29770,     20248,         0,      3470,        33,         0,         0,         0,         0,      -154,     -2904,     -3058,         0,         0,         0,         0,         0,         0,         0,     23620,     27690,     20403,     23307
        58,     21058,626.031214,     120.5,         0,     23999,         0,      2511,         0,   2891908,         0,    302590,         0,      -376,     -3132,     -3508,    -45264,   -377400,   -422664,     20866,         0,      5181,       138,         0,         0,         0,         0,      -195,     -2194,     -2389,         0,         0,         0,         0,         0,         0,         0,     24375,     27507,     21061,     23256
        59,     21059,654.558057,     142.9,      65.8,     24210,         0,      3192,        66,   3459635,         0,    456156,      9403,      -492,     -3480,     -3972,    -70359,   -497288,   -567648,     21021,         0,      6423,       158,   1383166,         0,    422641,     10419,      -225,     -2293,     -2518,    -14827,   -150849,   -165677,         0,         0,         0,         0,     24703,     28183,     21246,     23539
        60,     21060,247.120976,      26.8,         0,     24277,         0,      3179,        59,    650616,         0,     85186,      1590,      -506,     -3611,     -4117,    -13558,    -96770,   -110329,     20916,         0,      6685,       339,         0,         0,         0,         0,      -249,     -2557,     -2807,         0,         0,         0,         0,         0,         0,         0,     24783,     28393,     21165,     23723
        61,     21061,422.066929,     341.2,      51.6,     25933,         0,      3350,       127,   8848323,         0,   1142879,     43227,      -678,     -2248,     -2926,   -231357,   -766929,   -998286,     22069,         0,      6895,       574,   1138763,         0,    355779,     29609,      -332,     -1700,     -2032,    -17153,    -87716,   -104868,         0,         0,         0,         0,     26611,     28859,     22401,     24101
        62,     21062,364.147650,     403.3,     179.5,     25448,         0,      2733,       251,  10263131,         0,   1102164,    101105,      -696,     -2567,     -3263,   -280553,  -1035313,  -1315866,     21755,         0,      6321,       699,   3904953,         0,   1134624,    125407,      -345,     -1883,     -2228,    -61875,   -338057,   -399933,         0,         0,         0,         0,     26144,     28711,     22099,     23983
        63,     21063,245.749801,     351.2,      10.9,     23612,         0,      2378,       179,   8292401,         0,    835220,     63021,      -740,     -4109,     -4849,   -259956,  -1442982,  -1702937,     20569,         0,      5708,       910,    224203,         0,     62214,      9922,      -379,     -2622,     -3001,     -4134,    -28577,    -32711,         0,         0,         0,         0,     24352,     28461,     20948,     23570
        64,     21064,236.755894,     328.4,      71.5,     23731,         0,      2020,       100,   7793254,         0,    663406,     32788,      -994,     -3107,     -4101,   -326382,  -1020411,  -1346793,     20665,         0,      5112,       903,   1477556,         0,    365501,     64592,      -546,     -2051,     -2597,    -39025,   -146655,   -185681,         0,         0,         0,         0,     24725,     27832,     21211,     23262
        65,     21065,135.955937,       1.5,         0,     24697,         0,      1899,        62,     37045,         0,      2849,        93,      -815,     -2481,     -3295,     -1222,     -3721,     -4943,     21273,         0,      4743,       365,         0,         0,         0,         0,      -442,     -1609,     -2051,         0,         0,         0,         0,         0,         0,         0,     25511,     27992,     21715,     23324
        66,     21066,763.569337,       2.1,         0,     13697,         0,       963,         0,     28764,         0,      2021,         0,      -466,     -5342,     -5808,      -978,    -11218,    -12197,     11789,         0,      3055,        20,         0,         0,         0,         0,      -183,     -5429,     -5612,         0,         0,         0,         0,         0,         0,         0,     14163,     19505,     11972,     17401
        67,     21067,895.648492,      11.1,         0,     15060,         0,       409,         0,    167162,         0,      4538,         0,      -252,     -9164,     -9416,     -2795,   -101718,   -104513,     13568,         0,       602,        11,         0,         0,         0,         0,      -162,     -7031,     -7193,         0,         0,         0,         0,         0,         0,         0,     15311,     24475,     13730,     20761
        68,     21068,700.088320,       8.4,         0,     20702,         0,       799,         0,    173893,         0,      6709,         0,      -225,     -5354,     -5579,     -1892,    -44972,    -46864,     17968,         0,      1667,         9,         0,         0,         0,         0,      -122,     -4095,     -4218,         0,         0,         0,         0,         0,         0,         0,     20927,     26281,     18091,     22186
        69,     21069,226.843556,       4.2,         0,     20100,         0,      1472,         0,     84419,         0,      6181,         0,      -222,     -5402,     -5624,      -932,    -22690,    -23622,     17456,         0,      2693,         7,         0,         0,         0,         0,      -120,     -4307,     -4427,         0,         0,         0,         0,         0,         0,         0,     20322,     25724,     17576,     21883
        70,     21070,422.822872,      48.4,         0,     24311,         0,      2659,         0,   1176644,         0,    128708,         0,      -227,     -3460,     -3687,    -10989,   -167473,   -178462,     20693,         0,      4214,        58,         0,         0,         0,         0,      -124,     -2571,     -2695,         0,         0,         0,         0,         0,         0,         0,     24538,     27998,     20817,     23388
        71,     21071,339.778946,     115.8,         0,     24883,         0,      4347,         0,   2881470,         0,    503418,         0,      -367,     -2930,     -3297,    -42509,   -339319,   -381828,     21315,         0,      6356,       219,         0,         0,         0,         0,      -184,     -2077,     -2260,         0,         0,         0,         0,         0,         0,         0,     25250,     28180,     21499,     23575
        72,     21072,331.429450,      48.7,         0,     25149,         0,      5616,        11,   1224748,         0,    273479,       535,      -510,     -3084,     -3595,    -24853,   -150205,   -175059,     21558,         0,      7702,       185,         0,         0,         0,         0,      -249,     -2078,     -2327,         0,         0,         0,         0,         0,         0,         0,     25659,     28743,     21807,     23885
        73,     21073,322.281311,     389.4,     128.8,     26295,         0,      5924,       142,  10239155,         0,   2306686,     55453,      -630,     -2235,     -2865,   -245242,   -870301,  -1115544,     22302,         0,      8110,       582,   2872444,         0,   1044574,     75010,      -298,     -1654,     -1952,    -38411,   -213046,   -251457,         0,         0,         0,         0,     26924,     29159,     22600,     24254
        74,     21074, 11.750705,      49.0,         0,     27052,         0,      5070,       124,   1325540,         0,    248422,      6088,      -608,     -1527,     -2135,    -29816,    -74816,   -104631,     22750,         0,      7743,       421,         0,         0,         0,         0,      -286,     -1249,     -1536,         0,         0,         0,         0,         0,         0,         0,     27660,     29187,     23037,     24286
        75,     21075,220.896014,      28.9,         0,     26210,         0,      4047,       140,    757478,         0,    116950,      4042,      -654,     -2192,     -2846,    -18910,    -63349,    -82258,     22218,         0,      7198,       311,         0,         0,         0,         0,      -322,     -1610,     -1933,         0,         0,         0,         0,         0,         0,         0,     26865,     29057,     22541,     24151
        76,     21076,233.119758,       7.4,      38.0,     26166,         0,      3530,        41,    193625,         0,     26123,       306,      -624,     -2246,     -2870,     -4618,    -16617,    -21236,     22130,         0,      6701,       130,    840956,         0,    254647,      4958,      -311,     -1646,     -1958,    -11836,    -62566,    -74403,         0,         0,         0,         0,     26790,     29035,     22442,     24088
        77,     21077,280.958510,      15.8,         0,     18894,         0,      2214,        18,    298518,         0,     34978,       290,      -468,     -4144,     -4612,     -7397,    -65469,    -72866,     15815,         0,      5113,       102,         0,         0,         0,         0,      -192,     -4415,     -4607,         0,         0,         0,         0,         0,         0,         0,     19362,     23505,     16006,     20422
        78,     21078,804.405075,       9.5,      12.6,     20966,         0,       479,        13,    199176,         0,      4554,       122,      -299,     -5055,     -5354,     -2838,    -48022,    -50861,     16525,         0,       640,        10,    208218,         0,      8058,       120,      -212,     -5613,     -5825,     -2671,    -70720,    -73391,         0,         0,         0,         0,     21265,     26320,     16737,     22350
        79,     21079,509.821934,         0,         0,     19131,         0,       731,         0,         0,         0,         0,         0,      -299,     -7886,     -8185,         0,         0,         0,     14959,         0,      1191,         0,         0,         0,         0,         0,      -211,     -7852,     -8063,         0,         0,         0,         0,         0,         0,         0,     19430,     27316,     15170,     23022
        80,     21080,309.985851,         0,         0,     17619,         0,      1034,         0,         0,         0,         0,         0,      -326,     -6804,     -7130,         0,         0,         0,     14284,         0,      1637,         0,         0,         0,         0,         0,      -175,     -6652,     -6827,         0,         0,         0,         0,         0,         0,         0,     17945,     24749,     14458,     21110
        81,     21081,666.155591,         0,         0,     19116,         0,      1554,         0,         0,         0,         0,         0,      -327,     -6762,     -7089,         0,         0,         0,     15555,         0,      2256,         2,         0,         0,         0,         0,      -178,     -6460,     -6638,         0,         0,         0,         0,         0,         0,         0,     19443,     26205,     15733,     22194
        82,     21082,325.006037,      11.7,         0,     21926,         0,      2536,         0,    256537,         0,     29673,         0,      -227,     -5027,     -5253,     -2650,    -58815,    -61466,     18486,         0,      3470,        15,         0,         0,         0,         0,      -125,     -4206,     -4331,         0,         0,         0,         0,         0,         0,         0,     22153,     27180,     18612,     22818
        83,     21083,784.755875,      30.2,         0,     24816,         0,      4401,         0,    749439,         0,    132918,         0,      -228,     -3584,     -3812,     -6890,   -108228,   -115118,     20910,         0,      5379,        42,         0,         0,         0,         0,      -131,     -2691,     -2822,         0,         0,         0,         0,         0,         0,         0,     25044,     28628,     21041,     23732
        84,     21084,461.855710,     171.0,         0,     25968,         0,      7046,         0,   4440494,         0,   1204859,         0,      -324,     -2507,     -2831,    -55319,   -428731,   -484050,     22063,         0,      7561,       232,         0,         0,         0,         0,      -163,     -1654,     -1817,         0,         0,         0,         0,         0,         0,         0,     26291,     28799,     22226,     23879
