TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
       975,     15198,162.750000,       3.1,         0,      1693,       232,        17,      5248,       720,        53,        -1,      -871,      -872,        -4,     -2699,     -2703,      1960,       601,        77,         0,         0,         0,        -1,      -723,      -725,         0,         0,         0,      1694,      2565,      1961,      2684
       976,     15199,256.861800,         0,         0,      1558,       212,         0,         0,         0,         0,        -1,      -927,      -928,         0,         0,         0,      1834,       527,         2,         0,         0,         0,        -1,      -772,      -773,         0,         0,         0,      1559,      2486,      1835,      2607
       977,     15200,267.221200,       2.2,         0,      1644,       222,         0,      3617,       488,         0,        -1,      -846,      -848,        -3,     -1862,     -1865,      1917,       558,         7,         0,         0,         0,        -1,      -702,      -703,         0,         0,         0,      1645,      2492,      1918,      2620
       978,     15201,1604.96460,       1.9,         0,      1502,       195,         0,      2854,       371,         0,        -1,      -820,      -821,        -2,     -1559,     -1561,      1791,       520,         2,         0,         0,         0,        -1,      -729,      -730,         0,         0,         0,      1503,      2324,      1792,      2522
       979,     15202,1346.24910,       1.0,         0,      1251,        98,         0,      1251,        98,         0,        -1,      -888,      -889,        -1,      -888,      -889,      1525,       288,         1,         0,         0,         0,        -1,      -881,      -882,         0,         0,         0,      1252,      2139,      1526,      2407
       980,     15203,1065.75400,         0,         0,      1582,       165,         0,         0,         0,         0,        -1,      -802,      -803,         0,         0,         0,      1868,       426,         0,         0,         0,         0,        -1,      -669,      -670,         0,         0,         0,      1583,      2385,      1869,      2538
       981,     15204,239.386600,       9.7,         0,       511,        15,         8,      4957,       143,        82,        -1,     -2740,     -2741,        -7,    -26578,    -26585,       837,       134,        50,         0,         0,         0,        -0,     -2216,     -2217,         0,         0,         0,       512,      3252,       837,      3054
       982,     15205,103.503200,      12.2,         0,       563,        15,        15,      6872,       179,       179,        -1,     -2607,     -2608,       -13,    -31806,    -31819,       890,       134,        76,         0,         0,         0,        -1,     -2107,     -2108,         0,         0,         0,       564,      3171,       891,      2998
       983,     15206, 95.550300,      29.1,      14.7,       624,        15,        15,     18173,       428,       428,        -1,     -2515,     -2517,       -30,    -73200,    -73230,       951,       135,       112,     13987,      1978,      1650,        -1,     -2020,     -2021,       -13,    -29693,    -29706,       626,      3141,       952,      2972
       984,     15207,159.779800,       4.0,         0,       622,        15,         9,      2487,        59,        35,        -1,     -2461,     -2462,        -4,     -9843,     -9847,       948,       134,        36,         0,         0,         0,        -1,     -1990,     -1991,         0,         0,         0,       623,      3084,       949,      2939
       985,     15208,210.322400,         0,         0,       509,        15,         0,         0,         0,         0,        -1,     -2727,     -2727,         0,         0,         0,       836,       135,        18,         0,         0,         0,        -0,     -2204,     -2204,         0,         0,         0,       510,      3236,       836,      3040
       986,     15209, 42.705200,      13.2,         0,       582,        15,        12,      7688,       194,       156,        -1,     -2647,     -2648,       -14,    -34940,    -34953,       910,       135,        93,         0,         0,         0,        -1,     -2131,     -2131,         0,         0,         0,       583,      3230,       911,      3041
       987,     15210,103.225900,       9.4,         0,       577,        15,         8,      5426,       138,        71,        -1,     -2572,     -2573,       -10,    -24178,    -24188,       905,       135,        78,         0,         0,         0,        -1,     -2073,     -2074,         0,         0,         0,       578,      3150,       906,      2979
       988,     15211,127.806800,      43.7,         0,       608,        15,        15,     26560,       642,       642,        -1,     -2440,     -2441,       -46,   -106627,   -106673,       935,       135,       101,         0,         0,         0,        -1,     -1968,     -1969,         0,         0,         0,       609,      3049,       935,      2904
       989,     15212,155.053900,       6.6,         0,       636,        15,         9,      4197,        97,        57,        -1,     -2305,     -2306,        -7,    -15214,    -15221,       962,       135,        61,         0,         0,         0,        -1,     -1864,     -1865,         0,         0,         0,       637,      2942,       963,      2827
       990,     15213,5207.44130,       2.2,         0,       915,         0,         0,      2014,         0,         0,        -1,     -1144,     -1145,        -2,     -2517,     -2519,      1220,         3,         2,         0,         0,         0,        -1,     -1196,     -1197,         0,         0,         0,       916,      2060,      1221,      2417
       991,     15214,2337.89110,       1.3,         0,      1068,         0,         0,      1388,         0,         0,        -1,     -1159,     -1160,        -1,     -1506,     -1508,      1384,         3,         1,         0,         0,         0,        -1,     -1131,     -1132,         0,         0,         0,      1069,      2228,      1385,      2516
       992,     15215,1344.34710,         0,         0,       747,        12,         0,         0,         0,         0,        -1,     -2067,     -2068,         0,         0,         0,      1072,       108,         0,         0,         0,         0,        -1,     -1673,     -1674,         0,         0,         0,       748,      2815,      1072,      2746
       993,     15216,4458.30500,         0,         0,       644,         5,         0,         0,         0,         0,        -1,     -1506,     -1507,         0,         0,         0,       962,        42,         0,         0,         0,         0,        -1,     -1289,     -1290,         0,         0,         0,       645,      2151,       963,      2253
       994,     15217,266.936900,         0,         0,       571,        15,         0,         0,         0,         0,        -1,     -2305,     -2306,         0,         0,         0,       897,       134,         5,         0,         0,         0,        -1,     -1887,     -1888,         0,         0,         0,       572,      2877,       898,      2785
       995,     15218,238.277900,         0,         0,       550,        15,         0,         0,         0,         0,        -1,     -2138,     -2139,         0,         0,         0,       876,       134,         3,         0,         0,         0,        -1,     -1761,     -1762,         0,         0,         0,       551,      2688,       876,      2637
       996,     15219,152.791900,       1.6,         0,       508,        15,         0,       813,        24,         0,        -1,     -2520,     -2520,        -1,     -4032,     -4033,       835,       135,        34,         0,         0,         0,        -0,     -2048,     -2048,         0,         0,         0,       509,      3028,       835,      2883
       997,     15220,188.633700,         0,         0,       549,        15,         0,         0,         0,         0,        -1,     -2115,     -2116,         0,         0,         0,       875,       135,        17,         0,         0,         0,        -1,     -1731,     -1732,         0,         0,         0,       550,      2664,       876,      2607
       998,     15221,378.310500,         0,         0,       492,        15,         0,         0,         0,         0,        -1,     -1913,     -1914,         0,         0,         0,       815,       133,         0,         0,         0,         0,        -0,     -1599,     -1599,         0,         0,         0,       493,      2406,       816,      2414
       999,     15222,970.753500,         0,         0,       425,        12,         0,         0,         0,         0,        -0,     -1707,     -1707,         0,         0,         0,       742,       111,         0,         0,         0,         0,        -0,     -1478,     -1478,         0,         0,         0,       425,      2132,       743,      2220
      1000,     15223,1025.22770,       1.0,         0,       421,        13,         0,       421,        13,         0,        -0,     -2216,     -2217,        -0,     -2216,     -2217,       741,       125,         1,         0,         0,         0,        -0,     -1827,     -1827,         0,         0,         0,       421,      2637,       741,      2568
      1001,     15224,1566.99350,       4.4,         0,       373,        14,         0,      1640,        62,         0,        -0,     -1904,     -1904,        -2,     -8376,     -8377,       692,       129,         4,         0,         0,         0,        -0,     -1607,     -1607,         0,         0,         0,       373,      2277,       692,      2299
      1002,     15225,1192.79060,         0,         0,       375,        11,         0,         0,         0,         0,        -0,     -1377,     -1378,         0,         0,         0,       691,       102,         0,         0,         0,         0,        -0,     -1222,     -1222,         0,         0,         0,       375,      1752,       691,      1913
      1003,     15226,4596.69460,         0,         0,       288,         5,         0,         0,         0,         0,        -0,     -1751,     -1751,         0,         0,         0,       599,        54,         0,         0,         0,         0,        -0,     -1510,     -1510,         0,         0,         0,       288,      2038,       599,      2109
      1004,     15227,13177.9250,         0,         0,       134,         0,         0,         0,         0,         0,        -0,     -7669,     -7669,         0,         0,         0,       190,         0,         0,         0,         0,         0,        -0,     -6343,     -6343,         0,         0,         0,       134,      7803,       190,      6533
      1005,     15228,10101.0253,         0,         0,      1569,        63,         0,         0,         0,         0,       -17,     -6458,     -6475,         0,         0,         0,      1497,        10,         0,         0,         0,         0,        -8,     -5547,     -5555,         0,         0,         0,      1586,      8044,      1505,      7052
      1006,     15229,10985.0508,         0,         0,       596,         0,         0,         0,         0,         0,        -1,     -7749,     -7749,         0,         0,         0,       528,         0,         0,         0,         0,         0,        -1,     -6421,     -6421,         0,         0,         0,       597,      8346,       528,      6949
      1007,     15230,12697.3627,         0,         0,      8477,         0,         0,         0,         0,         0,       -25,     -1245,     -1270,         0,         0,         0,      7309,        54,         0,         0,         0,         0,       -23,     -1325,     -1348,         0,         0,         0,      8502,      9747,      7332,      8657
      1008,     15231,4373.17940,         0,         0,      2918,         0,         0,         0,         0,         0,       -15,     -5201,     -5216,         0,         0,         0,      2498,         4,         0,         0,         0,         0,       -11,     -4663,     -4675,         0,         0,         0,      2933,      8134,      2509,      7173
      1009,     15232,1253.32360,         0,      71.6,      2486,        72,        72,         0,         0,         0,       -24,     -5856,     -5880,         0,         0,         0,      2182,         4,         0,    156224,       287,         0,       -17,     -5023,     -5040,     -1208,   -359667,   -360875,      2510,      8366,      2199,      7222
      1010,     15233,6385.98240,       2.9,         0,      7006,        40,         0,     20318,       117,         0,       -26,     -1520,     -1546,       -76,     -4408,     -4484,      6051,        68,         3,         0,         0,         0,       -22,     -1575,     -1597,         0,         0,         0,      7032,      8553,      6073,      7647
      1011,     15234,5024.47730,       1.0,         0,      7539,        84,         0,      7539,        84,         0,       -26,     -1120,     -1146,       -26,     -1120,     -1146,      6537,       282,         1,         0,         0,         0,       -22,     -1245,     -1267,         0,         0,         0,      7566,      8686,      6559,      7804
      1012,     15235,9028.35430,      10.7,         0,      4052,       313,         0,     43354,      3345,         0,       -26,     -3690,     -3716,      -279,    -39485,    -39764,      3527,       272,        11,         0,         0,         0,       -20,     -3328,     -3348,         0,         0,         0,      4078,      7768,      3547,      6874
      1013,     15236,1947.90950,       4.0,         0,      2350,        72,         0,      9400,       286,         0,       -24,     -5607,     -5631,       -96,    -22428,    -22524,      2069,         5,         4,         0,         0,         0,       -17,     -4830,     -4846,         0,         0,         0,      2374,      7981,      2086,      6916
      1014,     15237,51678.0538,      20.5,     176.0,       635,       176,       176,     13014,      3608,      3608,        -2,     -2580,     -2582,       -39,    -52896,    -52934,       480,        21,        21,     84567,      3608,      3608,        -2,     -2288,     -2290,      -323,   -402747,   -403071,       637,      3217,       482,      2771
      1015,     15238,34544.0990,       1.0,         0,      1247,         0,         0,      1247,         0,         0,        -1,     -2461,     -2462,        -1,     -2461,     -2462,      1189,         1,         1,         0,         0,         0,        -2,     -2251,     -2252,         0,         0,         0,      1249,      3709,      1190,      3441
      1016,     15239,22122.0679,         0,       2.4,      1100,         4,         2,         0,         0,         0,        -1,     -2177,     -2178,         0,         0,         0,      1293,         1,         0,      3104,         3,         0,        -1,     -1903,     -1904,        -2,     -4567,     -4569,      1101,      3277,      1294,      3197
      1017,     15240,38341.3727,       2.9,         0,       521,         0,         0,      1512,         0,         0,        -1,     -2221,     -2221,        -2,     -6440,     -6442,       800,         3,         3,         0,         0,         0,        -1,     -2123,     -2123,         0,         0,         0,       522,      2743,       800,      2923
      1018,     15241,8668.70140,         0,         0,       509,        25,         0,         0,         0,         0,        -4,      -231,      -235,         0,         0,         0,       283,         8,         0,         0,         0,         0,        -2,      -112,      -114,         0,         0,         0,       513,       744,       285,       397
      1019,     15242,218.765400,       6.3,         0,       718,       683,        63,      4521,      4306,       395,        -0,       -47,       -47,        -3,      -294,      -296,       397,       383,        46,         0,         0,         0,        -0,        -2,        -2,         0,         0,         0,       718,       765,       397,       398
      1020,     15243,393.195400,         0,      47.9,       718,       658,        67,         0,         0,         0,        -0,       -51,       -52,         0,         0,         0,       396,       373,        18,     18987,     17855,       878,        -0,        -2,        -2,        -2,      -110,      -112,       719,       770,       396,       399
      1021,     15244,174.560800,      45.9,      54.6,       719,       689,        72,     33022,     31612,      3290,        -0,       -48,       -49,       -19,     -2218,     -2236,       397,       380,        51,     21678,     20762,      2807,        -0,        -1,        -2,        -2,       -81,       -83,       720,       768,       397,       399
      1022,     15245,588.520600,     131.4,      75.5,       718,       689,        93,     94305,     90587,     12267,        -0,       -53,       -53,       -54,     -6924,     -6978,       397,       387,       141,     29945,     29246,     10610,        -0,        -2,        -2,        -3,      -160,      -163,       718,       771,       397,       399
      1023,     15246,586.046100,      20.8,     146.3,       718,       688,       337,     14937,     14314,      7002,        -0,       -59,       -59,        -9,     -1228,     -1237,       397,       373,       118,     58042,     54530,     17290,        -0,        -2,        -2,        -6,      -314,      -320,       719,       778,       397,       399
      1024,     15247,311.418000,     118.0,     230.6,       719,       689,       369,     84822,     81349,     43493,        -0,       -56,       -57,       -49,     -6632,     -6680,       397,       380,       147,     91527,     87622,     33842,        -0,        -2,        -2,        -9,      -451,      -460,       719,       775,       397,       399
      1025,     15248,673.130900,      16.7,     134.5,       725,       679,       154,     12106,     11341,      2572,        -0,       -57,       -57,        -7,      -951,      -958,       398,       380,        27,     53464,     51159,      3591,        -0,        -2,        -2,        -5,      -252,      -258,       725,       782,       398,       399
      1026,     15249,2085.41870,       2.6,         0,       724,       490,         0,      1882,      1273,         0,        -0,       -66,       -67,        -1,      -173,      -174,       395,       267,         3,         0,         0,         0,        -0,        -5,        -5,         0,         0,         0,       724,       791,       395,       400
      1027,     15250,3856.65150,         0,         0,       586,         0,         0,         0,         0,         0,        -0,      -172,      -172,         0,         0,         0,       317,         2,         0,         0,         0,         0,        -0,       -43,       -44,         0,         0,         0,       586,       758,       317,       361
      1028,     15251,631.976600,         0,         0,       364,         0,         0,         0,         0,         0,         0,      -188,      -188,         0,         0,         0,       203,         5,         0,         0,         0,         0,         0,      -120,      -120,         0,         0,         0,       364,       552,       203,       323
      1029,     15252,1442.45360,       6.7,         0,       689,       175,         0,      4618,      1171,         0,        -0,       -57,       -57,        -3,      -382,      -385,       387,       159,         7,         0,         0,         0,        -0,       -11,       -11,         0,         0,         0,       690,       747,       387,       398
      1030,     15253,2061.81640,         0,         0,       555,         4,         0,         0,         0,         0,        -4,      -177,      -181,         0,         0,         0,       307,         0,         0,         0,         0,         0,        -2,       -87,       -89,         0,         0,         0,       560,       737,       309,       396
      1031,     15254,2277.55810,         0,         0,       709,       323,         0,         0,         0,         0,        -0,       -39,       -39,         0,         0,         0,       391,       198,         0,         0,         0,         0,        -0,        -7,        -7,         0,         0,         0,       709,       748,       391,       397
      1032,     15255,1303.22220,         0,         0,       712,       560,         0,         0,         0,         0,        -0,       -45,       -46,         0,         0,         0,       395,       349,         0,         0,         0,         0,        -0,        -3,        -3,         0,         0,         0,       713,       758,       395,       398
      1033,     15256,768.527600,      27.2,         0,       713,       593,         0,     19400,     16127,         0,        -0,       -48,       -48,       -11,     -1306,     -1317,       395,       365,        27,         0,         0,         0,        -0,        -3,        -3,         0,         0,         0,       714,       762,       396,       398
      1034,     15257,256.624700,         0,         0,       719,       517,         0,         0,         0,         0,        -0,       -48,       -48,         0,         0,         0,       396,       275,         0,         0,         0,         0,        -0,        -3,        -3,         0,         0,         0,       720,       767,       396,       398
      1035,     15258,50998.9329,         0,         0,      1184,         0,         0,         0,         0,         0,       -52,     -3341,     -3393,         0,         0,         0,      1104,         0,         0,         0,         0,         0,       -36,     -3165,     -3201,         0,         0,         0,      1236,      4577,      1140,      4305
      1036,     15259,96422.2447,         0,         0,       235,         0,         0,         0,         0,         0,       -25,     -1762,     -1787,         0,         0,         0,       383,         0,         0,         0,         0,         0,       -16,     -1630,     -1646,         0,         0,         0,       259,      2021,       398,      2028
      1037,     15260,272498.224,       1.9,         0,         0,         0,         0,         0,         0,         0,         0,        -1,        -1,         0,        -2,        -2,         0,         2,         2,         0,         0,         0,         0,       -21,       -21,         0,         0,         0,         0,         1,         0,        22
      1038,     15261,60167.0671,         0,         0,       147,         0,         0,         0,         0,         0,        -7,      -431,      -437,         0,         0,         0,        79,         0,         0,         0,         0,         0,        -4,      -250,      -254,         0,         0,         0,       154,       585,        83,       333
      1039,     15262,93731.2414,         0,         0,       429,         0,         0,         0,         0,         0,        -0,     -1444,     -1445,         0,         0,         0,       660,         1,         0,         0,         0,         0,        -0,     -1422,     -1422,         0,         0,         0,       429,      1873,       660,      2082
      1040,     15263,177433.384,         0,         0,       539,         0,         0,         0,         0,         0,        -4,      -153,      -157,         0,         0,         0,       299,         0,         0,         0,         0,         0,        -2,       -70,       -72,         0,         0,         0,       543,       696,       301,       371
      1041,     15264,126817.704,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -847,      -847,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -893,      -893,         0,         0,         0,         0,       847,         0,       893
      1042,     15265,50084.2847,       2.9,         0,        44,         0,         0,       127,         0,         0,         0,      -549,      -549,         0,     -1593,     -1593,       187,         3,         3,         0,         0,         0,         0,      -716,      -716,         0,         0,         0,        44,       593,       187,       903
      1043,     15266,149728.780,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -239,      -239,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -133,      -133,         0,         0,         0,         0,       239,         0,       133
      1044,     15267,239867.229,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1045,     15268,422149.629,         0,         0,       605,         0,         0,         0,         0,         0,        -0,      -111,      -111,         0,         0,         0,       336,         0,         0,         0,         0,         0,        -0,       -21,       -21,         0,         0,         0,       605,       716,       336,       357
      1046,     15269,187319.761,         0,         0,         0,         0,         0,         0,         0,         0,         0,        -3,        -3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,        -3,        -3,         0,         0,         0,         0,         3,         0,         3
      1047,     17001,200.130500,      35.7,      38.3,      1690,      1131,       134,     60318,     40366,      4800,        -0,     -5412,     -5412,       -17,   -193209,   -193226,       920,       660,       135,     35226,     25269,      5170,        -0,     -4736,     -4737,       -10,   -181400,   -181410,      1690,      7102,       920,      5656
      1048,     17002,233.177800,      22.5,         0,      1654,      1134,       276,     37223,     25517,      6213,        -0,     -5837,     -5838,       -11,   -131337,   -131348,       900,       653,       162,         0,         0,         0,        -0,     -5085,     -5086,         0,         0,         0,      1655,      7492,       900,      5986
      1049,     17003, 64.793700,      29.9,      82.9,      1728,      1140,       443,     51661,     34072,     13251,        -0,     -5748,     -5748,       -14,   -171864,   -171878,       935,       656,       318,     77523,     54389,     26352,        -0,     -5029,     -5030,       -22,   -416937,   -416959,      1728,      7476,       935,      5965
      1050,     17004, 43.394600,      55.3,       6.7,      1729,      1141,       519,     95637,     63099,     28703,        -0,     -5565,     -5565,       -26,   -307720,   -307747,       936,       657,       335,      6272,      4404,      2247,        -0,     -4875,     -4875,        -2,    -32663,    -32665,      1730,      7294,       936,      5811
      1051,     17005, 40.025100,      28.2,       9.7,      1723,      1141,       618,     48577,     32178,     17441,        -0,     -5002,     -5002,       -11,   -141059,   -141070,       920,       658,       305,      8924,      6382,      2957,        -0,     -4437,     -4437,        -3,    -43034,    -43037,      1723,      6725,       920,      5357
      1052,     17006,120.533400,         0,     165.7,      1628,      1118,       174,         0,         0,         0,        -0,     -5839,     -5839,         0,         0,         0,       875,       642,        39,    144967,    106414,      6528,        -0,     -5121,     -5121,       -44,   -848483,   -848527,      1628,      7467,       875,      5996
      1053,     17007,166.346700,      24.3,         0,      1679,      1139,       380,     40796,     27682,      9238,        -0,     -5808,     -5809,       -12,   -141142,   -141153,       903,       647,       213,         0,         0,         0,        -0,     -5084,     -5084,         0,         0,         0,      1679,      7488,       904,      5988
      1054,     17008, 65.117600,      62.8,      33.5,      1713,      1141,       492,    107571,     71656,     30924,        -0,     -5638,     -5638,       -30,   -354048,   -354078,       924,       649,       411,     30949,     21758,     13782,        -0,     -4931,     -4932,        -9,   -165200,   -165209,      1713,      7351,       924,      5855
      1055,     17009, 43.273600,      33.8,      67.8,      1727,      1141,       532,     58373,     38574,     17994,        -0,     -5718,     -5719,       -16,   -193280,   -193296,       932,       653,       413,     63173,     44243,     28032,        -0,     -5005,     -5006,       -18,   -339360,   -339379,      1728,      7446,       932,      5937
      1056,     17010, 43.127300,      36.6,     109.6,      1736,      1141,       523,     63543,     41772,     19135,        -0,     -5454,     -5454,       -14,   -199600,   -199614,       935,       651,       428,    102440,     71383,     46940,        -0,     -4781,     -4781,       -29,   -524008,   -524037,      1737,      7190,       935,      5716
      1057,     17011, 29.128900,      21.6,     121.3,      1749,      1142,       577,     37772,     24658,     12461,        -0,     -5524,     -5524,        -8,   -119315,   -119323,       942,       654,       419,    114233,     79382,     50802,        -0,     -4846,     -4846,       -32,   -587827,   -587859,      1749,      7273,       942,      5788
      1058,     17012, 43.174000,      40.3,      47.8,      1744,      1142,       558,     70283,     46003,     22486,        -0,     -5195,     -5196,       -15,   -209374,   -209389,       934,       653,       366,     44628,     31192,     17513,        -0,     -4576,     -4576,       -13,   -218716,   -218729,      1744,      6940,       934,      5510
      1059,     17013, 28.786900,      32.8,      50.4,      1753,      1142,       669,     57488,     37451,     21959,        -0,     -5209,     -5209,       -13,   -170847,   -170859,       939,       656,       359,     47307,     33048,     18098,        -0,     -4594,     -4594,       -16,   -231531,   -231547,      1753,      6962,       939,      5533
      1060,     17014, 61.202300,       8.6,      24.3,      1754,      1142,       531,     15088,      9820,      4565,        -0,     -4944,     -4944,        -3,    -42517,    -42520,       935,       653,       230,     22729,     15870,      5591,        -0,     -4375,     -4375,        -8,   -106302,   -106310,      1755,      6699,       936,      5310
      1061,     17015, 99.830500,         0,         0,      1763,      1133,       371,         0,         0,         0,        -0,     -4578,     -4579,         0,         0,         0,       935,       653,        88,         0,         0,         0,        -0,     -4085,     -4085,         0,         0,         0,      1763,      6341,       935,      5021
      1062,     17016,261.648200,      16.6,     265.1,      1760,      1131,       345,     29215,     18770,      5723,        -0,     -4477,     -4478,        -6,    -74324,    -74330,       934,       657,        77,    247614,    174204,     20381,        -0,     -4018,     -4018,       -82,  -1065054,  -1065136,      1760,      6238,       934,      4952
      1063,     17017,216.142600,      11.0,      19.0,      1757,      1111,        96,     19332,     12219,      1057,        -0,     -4027,     -4028,        -3,    -44299,    -44303,       926,       645,        17,     17590,     12258,       319,        -0,     -3652,     -3652,        -5,    -69379,    -69385,      1758,      5785,       926,      4578
      1064,     17018,204.639200,       5.0,         0,      1604,      1111,        18,      8018,      5555,        90,        -0,     -5875,     -5876,        -2,    -29375,    -29378,       868,       629,        44,         0,         0,         0,        -0,     -5094,     -5094,         0,         0,         0,      1604,      7479,       868,      5962
      1065,     17019, 86.274600,       3.2,       4.6,      1639,      1138,       141,      5245,      3641,       453,        -0,     -5854,     -5854,        -2,    -18733,    -18734,       885,       642,       158,      4071,      2952,       726,        -0,     -5098,     -5098,        -1,    -23451,    -23453,      1640,      7494,       885,      5984
      1066,     17020,173.914600,       3.2,      10.4,      1650,      1138,        81,      5281,      3643,       258,        -0,     -5678,     -5678,        -2,    -18169,    -18171,       894,       638,       146,      9297,      6633,      1518,        -0,     -4929,     -4929,        -3,    -51263,    -51265,      1651,      7329,       894,      5823
      1067,     17021, 79.757400,      69.2,      10.4,      1689,      1141,       292,    116862,     78936,     20228,        -0,     -5583,     -5584,       -33,   -386345,   -386378,       913,       646,       306,      9490,      6714,      3186,        -0,     -4874,     -4875,        -3,    -50694,    -50697,      1689,      7272,       913,      5787
      1068,     17022, 75.967500,      32.5,         0,      1658,      1140,       135,     53898,     37060,      4389,        -0,     -5396,     -5397,       -16,   -175373,   -175389,       899,       641,       163,         0,         0,         0,        -0,     -4695,     -4695,         0,         0,         0,      1659,      7055,       899,      5594
      1069,     17023, 64.350900,      33.7,       5.2,      1682,      1141,       366,     56678,     38453,     12329,        -0,     -5300,     -5300,       -16,   -178610,   -178626,       909,       648,       328,      4727,      3368,      1705,        -0,     -4634,     -4634,        -1,    -24096,    -24098,      1682,      6982,       909,      5543
      1070,     17024,217.490100,         0,         0,      1647,      1141,       102,         0,         0,         0,        -0,     -4930,     -4931,         0,         0,         0,       890,       644,       112,         0,         0,         0,        -0,     -4318,     -4318,         0,         0,         0,      1648,      6578,       890,      5208
      1071,     17025,110.271800,         0,         0,      1720,      1129,        45,         0,         0,         0,        -0,     -4513,     -4513,         0,         0,         0,       910,       646,        41,         0,         0,         0,        -0,     -4020,     -4020,         0,         0,         0,      1721,      6233,       911,      4930
      1072,     17026,108.572400,       4.1,      64.4,      1623,      1121,        71,      6654,      4595,       292,        -0,     -5374,     -5374,        -2,    -22033,    -22035,       881,       626,        34,     56757,     40310,      2202,        -0,     -4656,     -4657,       -17,   -299866,   -299884,      1623,      6997,       882,      5538
      1073,     17027,1141.58620,         0,         0,      1567,       262,         0,         0,         0,         0,        -0,     -4306,     -4307,         0,         0,         0,       887,       171,         0,         0,         0,         0,        -0,     -3866,     -3866,         0,         0,         0,      1567,      5874,       887,      4753
      1074,     17028,1190.91460,       4.9,         0,      1411,       124,         0,      6914,       605,         0,        -0,     -2576,     -2577,        -2,    -12623,    -12625,       811,        93,         5,         0,         0,         0,        -0,     -2559,     -2559,         0,         0,         0,      1411,      3988,       812,      3371
      1075,     17029,900.611100,       8.7,         0,      1590,       375,         0,     13836,      3265,         0,        -0,     -5471,     -5471,        -4,    -47598,    -47601,       891,       238,         9,         0,         0,         0,        -0,     -4813,     -4813,         0,         0,         0,      1591,      7062,       891,      5704
      1076,     17030,1334.62330,       9.4,         0,      1572,       717,         0,     14776,      6739,         0,        -0,     -4422,     -4423,        -4,    -41568,    -41572,       865,       432,         9,         0,         0,         0,        -0,     -3965,     -3965,         0,         0,         0,      1572,      5994,       865,      4830
      1077,     17031,1147.36000,       5.8,         0,      1500,       569,         0,      8698,      3301,         0,        -0,     -3078,     -3078,        -2,    -17851,    -17853,       826,       343,         6,         0,         0,         0,        -0,     -2943,     -2943,         0,         0,         0,      1500,      4578,       826,      3768
      1078,     17032,433.152700,       4.9,         0,      1652,       815,         0,      8096,      3995,         0,        -0,     -5738,     -5738,        -2,    -28115,    -28117,       913,       489,         5,         0,         0,         0,        -0,     -5017,     -5017,         0,         0,         0,      1653,      7390,       914,      5930
      1079,     17033,262.109300,         0,         0,      1673,      1106,        20,         0,         0,         0,        -0,     -5417,     -5418,         0,         0,         0,       917,       642,        23,         0,         0,         0,        -0,     -4741,     -4741,         0,         0,         0,      1673,      7091,       917,      5658
      1080,     17034,338.765300,       1.2,         0,      1591,      1068,         0,      1909,      1282,         0,        -0,     -4619,     -4620,        -0,     -5543,     -5544,       871,       623,         1,         0,         0,         0,        -0,     -4092,     -4092,         0,         0,         0,      1592,      6211,       871,      4963
      1081,     17035,455.287500,       8.7,         0,      1660,      1108,         7,     14446,      9644,        59,        -0,     -5971,     -5972,        -4,    -51949,    -51954,       910,       645,        19,         0,         0,         0,        -0,     -5197,     -5197,         0,         0,         0,      1661,      7632,       910,      6107
      1082,     17036,1408.93000,      12.3,       4.7,      1604,      1014,         5,     19726,     12476,        58,        -0,     -3548,     -3548,        -4,    -43642,    -43646,       867,       594,        12,      4074,      2792,        58,        -0,     -3269,     -3269,        -1,    -15365,    -15366,      1604,      5152,       867,      4136
      1083,     17037,192.257300,         0,         0,      1652,      1131,       213,         0,         0,         0,        -0,     -4304,     -4304,         0,         0,         0,       884,       660,       107,         0,         0,         0,        -0,     -3881,     -3881,         0,         0,         0,      1653,      5957,       884,      4765
      1084,     17038, 79.290100,         0,         0,      1672,      1114,       240,         0,         0,         0,        -0,     -4135,     -4136,         0,         0,         0,       894,       658,        24,         0,         0,         0,        -0,     -3740,     -3740,         0,         0,         0,      1672,      5808,       895,      4635
      1085,     17039,551.780100,       4.0,         0,      1816,       973,         0,      7264,      3893,         0,        -0,     -3629,     -3629,        -1,    -14516,    -14517,       949,       545,         4,         0,         0,         0,        -0,     -3337,     -3338,         0,         0,         0,      1816,      5445,       949,      4287
