TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        57,      1017,259.265300,         0,         0,      2731,      1171,         0,         0,         0,         0,        -1,     -1190,     -1191,         0,         0,         0,      2168,       608,         0,         0,         0,         0,        -0,     -1856,     -1857,         0,         0,         0,      2732,      3922,      2168,      4024
        58,      1018,2318.19310,       3.5,         0,      2194,         0,         0,      7679,         0,         0,        -1,     -1152,     -1153,        -3,     -4033,     -4036,      1385,        38,         4,         0,         0,         0,        -1,     -1551,     -1552,         0,         0,         0,      2195,      3347,      1386,      2937
        59,      1019,1608.83630,       8.2,         0,      2476,       514,         0,     20300,      4213,         0,        -1,      -703,      -703,        -6,     -5762,     -5768,      1636,       308,         8,         0,         0,         0,        -1,     -1277,     -1278,         0,         0,         0,      2476,      3179,      1637,      2914
        60,      1020,2637.15700,      17.8,         0,      2084,        38,         0,     37101,       671,         0,        -0,     -1040,     -1041,        -9,    -18517,    -18526,      1384,       138,        18,         0,         0,         0,        -0,     -1314,     -1314,         0,         0,         0,      2085,      3125,      1384,      2698
        61,      1021,1551.24700,      34.0,         0,      2455,       773,         0,     83458,     26297,         0,        -1,      -810,      -810,       -27,    -27524,    -27551,      1620,       552,        34,         0,         0,         0,        -1,     -1339,     -1340,         0,         0,         0,      2455,      3265,      1621,      2959
        62,      1022,254.335400,       4.1,         0,      2451,       885,         0,     10051,      3630,         0,        -1,      -886,      -887,        -3,     -3634,     -3637,      1623,       674,         6,         0,         0,         0,        -1,     -1410,     -1411,         0,         0,         0,      2452,      3339,      1624,      3034
        63,      1023,2089.77500,      10.0,         0,      2292,       127,         0,     22918,      1270,         0,        -0,      -830,      -830,        -5,     -8299,     -8303,      1529,       257,        10,         0,         0,         0,        -0,     -1168,     -1168,         0,         0,         0,      2292,      3122,      1529,      2697
        64,      1024,751.823500,       6.4,         0,      2596,      1773,         0,     16612,     11348,         0,        -0,      -673,      -674,        -2,     -4309,     -4311,      1836,      1056,         6,         0,         0,         0,        -1,     -1201,     -1202,         0,         0,         0,      2596,      3269,      1837,      3038
        65,      1025,680.179000,      16.1,         0,      2592,      1605,         0,     41731,     25834,         0,        -0,      -704,      -704,        -6,    -11329,    -11335,      1829,      1031,        16,         0,         0,         0,        -1,     -1213,     -1214,         0,         0,         0,      2592,      3296,      1830,      3043
        66,      1026,994.028300,       9.3,         0,      2424,      1347,         0,     22546,     12528,         0,        -1,      -659,      -660,        -5,     -6132,     -6136,      1614,       960,        10,         0,         0,         0,        -0,     -1099,     -1099,         0,         0,         0,      2425,      3084,      1614,      2713
        67,      1027,351.153200,       2.0,         0,      2520,      1845,         0,      5039,      3690,         0,        -0,      -731,      -731,        -1,     -1461,     -1462,      1701,      1246,         8,         0,         0,         0,        -0,     -1223,     -1224,         0,         0,         0,      2520,      3251,      1701,      2924
        68,      1028,670.926000,         0,         0,      2671,      2092,        23,         0,         0,         0,        -0,      -763,      -763,         0,         0,         0,      1982,      1173,         0,         0,         0,         0,        -0,     -1327,     -1327,         0,         0,         0,      2671,      3434,      1982,      3310
        69,      1029,1464.01190,       3.8,         0,      2549,      1766,         0,      9684,      6709,         0,        -1,      -654,      -655,        -4,     -2483,     -2488,      1808,       886,         4,         0,         0,         0,        -1,     -1109,     -1110,         0,         0,         0,      2550,      3203,      1809,      2918
        70,      1030,962.680700,      11.5,         0,      2625,      2405,         1,     30185,     27655,        11,        -0,      -618,      -618,        -3,     -7102,     -7105,      1907,      1346,        12,         0,         0,         0,        -1,     -1054,     -1054,         0,         0,         0,      2625,      3243,      1908,      2962
        71,      1031,268.428500,      44.0,         0,      2591,      2205,        29,    114003,     97031,      1259,        -0,      -703,      -704,       -16,    -30945,    -30961,      1828,      1392,       118,         0,         0,         0,        -1,     -1163,     -1164,         0,         0,         0,      2591,      3295,      1828,      2992
        72,      1032,254.498700,      55.7,       7.2,      2513,      1538,         7,    139978,     85679,       401,        -0,      -728,      -728,       -26,    -40532,    -40558,      1694,      1103,        56,     12199,      7943,       401,        -0,     -1192,     -1193,        -4,     -8585,     -8588,      2514,      3241,      1695,      2887
        73,      1033,2509.15550,       8.1,         0,      1997,         0,         0,     16174,         0,         0,        -1,      -993,      -994,       -12,     -8041,     -8052,      1467,        54,         8,         0,         0,         0,        -1,     -1377,     -1378,         0,         0,         0,      1998,      2991,      1468,      2845
        74,      1034,178.335900,      37.6,      29.9,      2587,      2103,        30,     97288,     79068,      1124,        -0,      -723,      -723,       -14,    -27185,    -27199,      1817,      1347,       107,     54320,     40262,      3202,        -1,     -1193,     -1194,       -24,    -35662,    -35686,      2588,      3311,      1818,      3010
        75,      1035,1409.35590,      13.5,         0,      2353,       250,         0,     31769,      3381,         0,        -1,      -943,      -944,       -16,    -12730,    -12746,      1684,       150,        14,         0,         0,         0,        -1,     -1426,     -1427,         0,         0,         0,      2354,      3297,      1685,      3111
        76,      1036,2833.56520,      21.5,         0,      2516,      1951,         0,     54086,     41957,         0,        -1,      -764,      -765,       -24,    -16425,    -16448,      1771,       993,        22,         0,         0,         0,        -1,     -1211,     -1212,         0,         0,         0,      2517,      3281,      1772,      2983
        77,      1037,351.834500,       1.0,         0,      2689,      2363,       225,      2689,      2363,       225,        -0,      -744,      -744,        -0,      -744,      -744,      2045,      1391,       145,         0,         0,         0,        -1,     -1141,     -1142,         0,         0,         0,      2689,      3433,      2046,      3187
        78,      1038,1405.01890,       5.4,         0,      2029,         0,         0,     10955,         0,         0,        -1,     -1021,     -1022,        -8,     -5513,     -5521,      1494,        55,         5,         0,         0,         0,        -1,     -1594,     -1595,         0,         0,         0,      2030,      3051,      1495,      3090
        79,      1039,1711.01740,      19.5,         0,      2208,        41,         0,     43063,       794,         0,        -1,     -1201,     -1202,       -23,    -23423,    -23446,      1589,        74,        20,         0,         0,         0,        -1,     -1830,     -1830,         0,         0,         0,      2210,      3411,      1589,      3419
        80,      1040,958.140300,       1.5,         0,      2701,      2059,         0,      4051,      3089,         0,        -1,      -928,      -928,        -1,     -1391,     -1393,      2093,      1237,         2,         0,         0,         0,        -1,     -1372,     -1373,         0,         0,         0,      2702,      3629,      2094,      3466
        81,      1041,1273.90780,       5.4,         0,      2427,       807,         0,     13108,      4355,         0,        -1,     -1226,     -1227,        -4,     -6620,     -6624,      1821,       379,         5,         0,         0,         0,        -0,     -1842,     -1843,         0,         0,         0,      2428,      3654,      1821,      3663
        82,      1042,864.383500,         0,         0,      2647,      1548,         0,         0,         0,         0,        -1,     -1092,     -1093,         0,         0,         0,      2059,       786,         0,         0,         0,         0,        -0,     -1716,     -1716,         0,         0,         0,      2648,      3740,      2059,      3775
        83,      1043,2222.38630,      13.0,         0,      1790,         0,         0,     23269,         0,         0,        -1,     -1002,     -1003,       -19,    -13025,    -13043,      1385,        23,        13,         0,         0,         0,        -1,     -1561,     -1562,         0,         0,         0,      1791,      2793,      1386,      2947
        84,      1044,1385.33100,         0,         0,      2711,      1377,         0,         0,         0,         0,        -1,     -1063,     -1064,         0,         0,         0,      2110,       768,         0,         0,         0,         0,        -1,     -1609,     -1610,         0,         0,         0,      2711,      3775,      2110,      3719
        85,      1045,1504.40890,         0,       1.0,      2616,       892,         1,         0,         0,         0,        -1,     -1265,     -1266,         0,         0,         0,      2013,       428,         0,      2013,       428,         0,        -0,     -1972,     -1972,        -0,     -1972,     -1972,      2617,      3882,      2013,      3985
        86,      1046,1439.01180,         0,         0,      2318,       169,         0,         0,         0,         0,        -1,     -1208,     -1209,         0,         0,         0,      1589,        34,         0,         0,         0,         0,        -1,     -1827,     -1828,         0,         0,         0,      2319,      3526,      1589,      3416
        87,      1047,1848.58430,         0,         0,      1567,         0,         0,         0,         0,         0,        -1,     -3942,     -3944,         0,         0,         0,      1025,         8,         0,         0,         0,         0,        -2,     -3103,     -3105,         0,         0,         0,      1568,      5510,      1027,      4130
        88,      1048,1222.57420,         0,         0,      1985,         0,         0,         0,         0,         0,        -3,     -3237,     -3240,         0,         0,         0,      1366,         1,         0,         0,         0,         0,        -3,     -2623,     -2626,         0,         0,         0,      1988,      5225,      1369,      3991
        89,      1049,1821.82580,       1.2,         0,      2023,         0,         0,      2428,         0,         0,        -3,     -3435,     -3439,        -4,     -4123,     -4126,      1395,         1,         1,         0,         0,         0,        -3,     -2763,     -2766,         0,         0,         0,      2026,      5462,      1398,      4161
        90,      1050,22143.6068,         0,         0,       853,         0,         0,         0,         0,         0,        -1,     -3474,     -3474,         0,         0,         0,       521,         0,         0,         0,         0,         0,        -1,     -2949,     -2950,         0,         0,         0,       854,      4328,       521,      3470
        91,      1051,10170.7578,       8.8,         0,      2030,         0,         0,     17865,         0,         0,        -1,     -1475,     -1475,        -7,    -12976,    -12984,      1275,        52,         9,         0,         0,         0,        -1,     -1714,     -1715,         0,         0,         0,      2031,      3505,      1276,      2990
        92,      1052,30029.4087,      26.4,       4.4,        14,         4,         4,       375,       116,       116,         0,     -2334,     -2334,         0,    -61615,    -61615,        57,        26,        26,       252,       116,       116,         0,     -1958,     -1958,         0,     -8616,     -8616,        14,      2348,        57,      2015
        93,      1053,14312.3023,       9.6,         0,      2104,       527,         0,     20200,      5059,         0,        -1,      -862,      -863,       -11,     -8276,     -8287,      1455,       217,        10,         0,         0,         0,        -1,     -1087,     -1088,         0,         0,         0,      2105,      2967,      1456,      2543
        94,      1054,2960.28230,       8.8,         0,      2272,       110,         0,     19997,       967,         0,        -1,     -1469,     -1469,        -7,    -12923,    -12930,      1635,        71,         9,         0,         0,         0,        -0,     -2253,     -2253,         0,         0,         0,      2273,      3742,      1635,      3888
        95,      1055,49912.5455,      17.6,       6.1,      1392,         6,         6,     24493,       107,       107,        -1,     -1410,     -1411,       -12,    -24815,    -24826,       929,        18,        18,      5667,       107,       107,        -0,     -1398,     -1398,        -1,     -8525,     -8526,      1392,      2802,       929,      2327
        96,      1056,16091.4068,         0,         0,      1371,         0,         0,         0,         0,         0,        -1,     -1342,     -1343,         0,         0,         0,      1122,         7,         0,         0,         0,         0,        -1,     -1660,     -1661,         0,         0,         0,      1372,      2714,      1123,      2782
        97,      1057,17706.2208,         0,         0,      1793,         0,         0,         0,         0,         0,        -1,     -1823,     -1824,         0,         0,         0,      1184,         5,         0,         0,         0,         0,        -0,     -2657,     -2658,         0,         0,         0,      1794,      3617,      1184,      3841
        98,      1058,17822.3662,         0,         0,       243,         0,         0,         0,         0,         0,        -0,      -283,      -283,         0,         0,         0,       388,         0,         0,         0,         0,         0,        -0,      -263,      -263,         0,         0,         0,       243,       526,       389,       652
        99,      1059,63551.5206,         0,         0,      1632,         0,         0,         0,         0,         0,        -1,     -1198,     -1199,         0,         0,         0,       984,         0,         0,         0,         0,         0,        -1,     -1514,     -1515,         0,         0,         0,      1633,      2831,       984,      2499
       100,      1060,85549.1324,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -163,      -163,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -279,      -279,         0,         0,         0,         0,       163,         0,       279
       101,      1061,36970.7708,       1.2,         0,       299,         0,         0,       359,         0,         0,        -0,     -1605,     -1606,        -0,     -1927,     -1927,       565,         1,         1,         0,         0,         0,        -0,     -1201,     -1201,         0,         0,         0,       300,      1905,       566,      1767
       102,      1062,214.398500,     184.8,      61.6,       454,       399,       104,     83938,     73754,     19150,        -0,      -498,      -498,        -6,    -92038,    -92044,       786,       572,       323,     48445,     35243,     19867,        -0,      -320,      -320,        -8,    -19692,    -19700,       454,       952,       787,      1106
       103,      1063,148.244600,      86.1,      18.8,       455,       399,        80,     39136,     34363,      6922,        -0,      -547,      -547,        -4,    -47123,    -47127,       788,       572,       271,     14809,     10753,      5104,        -0,      -353,      -353,        -3,     -6641,     -6644,       455,      1002,       788,      1141
       104,      1064,712.650200,      49.7,     116.5,       448,       399,       148,     22271,     19835,      7341,        -0,      -429,      -429,        -2,    -21308,    -21309,       764,       580,       117,     89015,     67597,     13674,        -0,      -296,      -297,       -14,    -34536,    -34550,       448,       877,       764,      1061
       105,      1065,192.423800,     228.8,     105.5,       458,       399,       172,    104759,     91314,     39318,        -0,      -538,      -538,        -8,   -122989,   -122997,       800,       582,       284,     84419,     61423,     30001,        -0,      -344,      -345,       -13,    -36337,    -36349,       458,       995,       800,      1145
       106,      1066,635.714900,       1.0,      96.7,       459,       399,       117,       459,       399,       117,        -0,      -633,      -633,        -0,      -633,      -633,       806,       584,        44,     77922,     56452,      4289,        -0,      -407,      -407,        -7,    -39377,    -39384,       459,      1093,       806,      1213
       107,      1067,3042.13650,         0,         0,       225,        92,         0,         0,         0,         0,        -0,      -120,      -120,         0,         0,         0,       350,       174,         0,         0,         0,         0,        -0,      -207,      -207,         0,         0,         0,       225,       345,       350,       556
       108,      1068,5730.74550,         0,         0,       256,         0,         0,         0,         0,         0,        -0,      -104,      -104,         0,         0,         0,       399,         1,         0,         0,         0,         0,        -0,      -189,      -189,         0,         0,         0,       256,       360,       399,       588
       109,      1069,1649.86490,         0,         0,       394,       122,         0,         0,         0,         0,        -0,      -474,      -474,         0,         0,         0,       664,       217,         0,         0,         0,         0,        -0,      -352,      -352,         0,         0,         0,       394,       868,       664,      1015
       110,      1070,3826.15560,       1.3,         0,       362,       235,         0,       470,       305,         0,        -0,      -155,      -155,        -0,      -201,      -201,       592,       358,         1,         0,         0,         0,        -0,      -204,      -204,         0,         0,         0,       362,       517,       592,       797
       111,      1071,1028.18090,         0,         0,       437,       310,         0,         0,         0,         0,        -0,      -354,      -354,         0,         0,         0,       731,       482,         0,         0,         0,         0,        -0,      -246,      -247,         0,         0,         0,       437,       791,       731,       977
       112,      1072,799.521300,         0,         0,       440,       294,         0,         0,         0,         0,        -0,      -497,      -498,         0,         0,         0,       735,       462,         0,         0,         0,         0,        -0,      -343,      -343,         0,         0,         0,       440,       937,       735,      1078
       113,      1073,245.954700,         0,         0,       449,       386,         4,         0,         0,         0,        -0,      -509,      -509,         0,         0,         0,       766,       559,        19,         0,         0,         0,        -0,      -335,      -335,         0,         0,         0,       449,       957,       766,      1101
       114,      1074,239.121200,         0,         0,       433,       391,         0,         0,         0,         0,        -0,      -282,      -282,         0,         0,         0,       722,       564,         3,         0,         0,         0,        -0,      -201,      -201,         0,         0,         0,       433,       715,       722,       923
       115,      1075,233.186800,       3.8,         0,       449,       398,        23,      1706,      1514,        88,        -0,      -448,      -448,        -0,     -1702,     -1702,       768,       565,        77,         0,         0,         0,        -0,      -292,      -292,         0,         0,         0,       449,       897,       768,      1060
       116,      1076,874.438100,         0,         0,       447,       378,         0,         0,         0,         0,        -0,      -568,      -568,         0,         0,         0,       761,       556,         0,         0,         0,         0,        -0,      -379,      -379,         0,         0,         0,       447,      1015,       761,      1140
       117,      1077,252.043200,         0,         0,       446,       339,         0,         0,         0,         0,        -0,      -700,      -700,         0,         0,         0,       755,       503,         0,         0,         0,         0,        -0,      -481,      -481,         0,         0,         0,       446,      1146,       755,      1236
       118,      1078,198.877200,         0,         0,       449,       399,        53,         0,         0,         0,        -0,      -435,      -435,         0,         0,         0,       768,       571,       148,         0,         0,         0,        -0,      -291,      -291,         0,         0,         0,       449,       884,       768,      1059
       119,      1079,812.204800,         0,         0,       444,       358,         0,         0,         0,         0,        -0,      -727,      -727,         0,         0,         0,       773,       539,         0,         0,         0,         0,        -0,      -488,      -488,         0,         0,         0,       445,      1172,       773,      1261
       120,      1080,1028.17820,         0,         0,       373,       251,         0,         0,         0,         0,        -0,      -798,      -798,         0,         0,         0,       632,       363,         0,         0,         0,         0,        -0,      -615,      -615,         0,         0,         0,       373,      1171,       632,      1247
       121,      1081,1198.72670,      10.5,         0,       463,       377,         0,      4864,      3953,         0,         0,      -694,      -694,         0,     -7282,     -7282,       823,       536,        11,         0,         0,         0,        -0,      -457,      -457,         0,         0,         0,       463,      1157,       823,      1280
       122,      1082,1821.99430,       2.4,         0,       466,       308,         0,      1119,       740,         0,        -0,      -828,      -828,        -0,     -1987,     -1987,       834,       442,         2,         0,         0,         0,        -0,      -532,      -532,         0,         0,         0,       466,      1294,       834,      1366
       123,      1083,1041.54870,       4.3,         0,       470,       345,         0,      2022,      1483,         0,        -0,      -717,      -717,        -0,     -3085,     -3085,       845,       495,         4,         0,         0,         0,        -0,      -451,      -451,         0,         0,         0,       470,      1188,       845,      1296
       124,      1084,578.258700,         0,         0,       470,       100,         0,         0,         0,         0,        -0,      -959,      -959,         0,         0,         0,       868,       153,         0,         0,         0,         0,        -0,      -610,      -610,         0,         0,         0,       470,      1429,       868,      1478
       125,      1085,2130.99820,       5.4,         0,       447,       122,         0,      2415,       659,         0,        -0,      -565,      -565,        -0,     -3049,     -3050,       807,       182,         5,         0,         0,         0,        -0,      -382,      -383,         0,         0,         0,       447,      1012,       808,      1190
       126,      1086,1305.85350,       3.4,         0,       463,       145,         0,      1575,       493,         0,        -0,      -734,      -734,        -0,     -2495,     -2495,       845,       223,         3,         0,         0,         0,        -0,      -479,      -479,         0,         0,         0,       463,      1197,       845,      1324
       127,      1087,2287.29470,      23.4,         0,       462,       114,         0,     10818,      2656,         0,        -0,      -829,      -829,        -3,    -19406,    -19408,       852,       177,        23,         0,         0,         0,        -0,      -533,      -533,         0,         0,         0,       462,      1292,       852,      1385
       128,      1088,3560.74300,       7.8,         0,       396,         0,         0,      3089,         0,         0,        -0,      -505,      -505,        -1,     -3937,     -3938,       725,        32,         8,         0,         0,         0,        -0,      -377,      -377,         0,         0,         0,       396,       901,       725,      1102
       129,      1089,1306.35830,       6.0,         0,       437,         0,         0,      2622,         0,         0,        -0,      -756,      -756,        -1,     -4534,     -4534,       830,        49,         6,         0,         0,         0,        -0,      -508,      -508,         0,         0,         0,       437,      1193,       830,      1338
       130,      1090,2823.37430,       2.3,         0,       457,         0,         0,      1051,         0,         0,        -0,      -878,      -879,        -1,     -2020,     -2021,       843,        48,         2,         0,         0,         0,        -0,      -591,      -591,         0,         0,         0,       457,      1336,       844,      1435
       131,      1091,2662.25530,         0,         0,        42,         0,         0,         0,         0,         0,         0,      -607,      -607,         0,         0,         0,       133,         8,         0,         0,         0,         0,         0,      -796,      -796,         0,         0,         0,        42,       649,       133,       929
       132,      1092,3212.15190,         0,         0,       392,         0,         0,         0,         0,         0,        -0,      -600,      -600,         0,         0,         0,       764,        20,         0,         0,         0,         0,        -0,      -420,      -420,         0,         0,         0,       392,       992,       764,      1184
       133,      1093,712.427800,         0,         0,       443,         0,         0,         0,         0,         0,        -0,      -726,      -727,         0,         0,         0,       801,        32,         0,         0,         0,         0,        -0,      -525,      -525,         0,         0,         0,       443,      1170,       802,      1327
       134,      1094,3759.68120,       6.9,         0,       412,         0,         0,      2844,         0,         0,        -0,      -973,      -973,        -2,     -6714,     -6715,       773,        21,         7,         0,         0,         0,        -0,      -713,      -713,         0,         0,         0,       412,      1385,       773,      1486
       135,      1095,2604.78100,         0,         0,       520,        54,         0,         0,         0,         0,        -1,      -944,      -945,         0,         0,         0,       829,       159,         0,         0,         0,         0,        -0,      -732,      -732,         0,         0,         0,       521,      1465,       830,      1562
       136,      1096,1361.39760,         0,         0,      1009,       101,         0,         0,         0,         0,        -1,      -580,      -582,         0,         0,         0,      1117,       300,         0,         0,         0,         0,        -1,      -612,      -613,         0,         0,         0,      1010,      1591,      1118,      1730
       137,      1097,350.303300,       8.0,         0,      1081,       104,        24,      8645,       835,       189,        -1,      -544,      -545,       -12,     -4349,     -4361,      1142,       311,        41,         0,         0,         0,        -1,      -660,      -661,         0,         0,         0,      1082,      1626,      1143,      1803
       138,      1098,195.713000,     111.4,      78.9,      1196,       105,        91,    133229,     11641,     10135,        -1,      -528,      -530,      -165,    -58853,    -59019,      1217,       311,       246,     96006,     24544,     19438,        -1,      -675,      -677,       -85,    -53293,    -53378,      1197,      1726,      1218,      1893
       139,      1099,435.747400,         0,         0,       990,       105,         1,         0,         0,         0,        -1,      -617,      -618,         0,         0,         0,      1072,       311,        30,         0,         0,         0,        -1,      -769,      -770,         0,         0,         0,       991,      1608,      1073,      1842
       140,      1100, 93.851900,      74.7,       1.7,      1115,       105,        76,     83291,      7806,      5710,        -1,      -581,      -583,      -111,    -43430,    -43541,      1155,       311,       236,      1964,       529,       401,        -1,      -781,      -782,        -2,     -1328,     -1330,      1116,      1698,      1156,      1938
       141,      1101,167.870400,      99.3,      14.8,      1162,       105,        80,    115418,     10377,      7913,        -1,      -601,      -602,      -147,    -59632,    -59779,      1189,       311,       242,     17603,      4597,      3584,        -1,      -760,      -761,       -16,    -11249,    -11265,      1164,      1764,      1190,      1951
       142,      1102,155.180300,       8.7,       9.1,      1071,       105,        20,      9319,       909,       173,        -1,      -740,      -741,       -13,     -6438,     -6451,      1120,       310,        87,     10193,      2820,       789,        -1,      -847,      -849,       -10,     -7712,     -7722,      1073,      1813,      1121,      1969
       143,      1103, 55.642000,         0,         0,      1121,       105,        15,         0,         0,         0,        -1,      -631,      -632,         0,         0,         0,      1153,       311,       118,         0,         0,         0,        -1,      -906,      -907,         0,         0,         0,      1123,      1753,      1154,      2060
       144,      1104,100.108900,         0,         0,      1067,       105,        19,         0,         0,         0,        -1,      -692,      -693,         0,         0,         0,      1114,       311,       158,         0,         0,         0,        -1,      -900,      -902,         0,         0,         0,      1069,      1760,      1115,      2015
       145,      1105,358.428100,       2.3,         0,       974,       100,         0,      2241,       229,         0,        -1,      -585,      -586,        -3,     -1346,     -1349,      1101,       293,         2,         0,         0,         0,        -1,      -679,      -680,         0,         0,         0,       976,      1561,      1102,      1781
       146,      1106,217.661500,       5.8,         0,      1315,       105,        16,      7629,       606,        91,        -1,      -550,      -552,        -9,     -3192,     -3201,      1285,       310,        63,         0,         0,         0,        -1,      -699,      -700,         0,         0,         0,      1317,      1867,      1286,      1985
       147,      1107,1867.67340,       1.2,         0,       759,        72,         0,       911,        86,         0,        -1,      -680,      -681,        -2,      -816,      -818,       939,       215,         1,         0,         0,         0,        -1,      -821,      -822,         0,         0,         0,       760,      1440,       940,      1761
       148,      1108,5928.36540,         0,         0,        60,         0,         0,         0,         0,         0,        -0,      -291,      -291,         0,         0,         0,       179,         0,         0,         0,         0,         0,        -0,      -476,      -476,         0,         0,         0,        60,       351,       179,       655
