TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byTran,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byTran,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byTran,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byTran,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byTran_wk,tmp_Job_byTran_dr,tmp_HH_byTran_wk,tmp_HH_byTran_dr,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        16,     43016,369.873297,      72.1,      30.8,     46117,      6005,      8894,        31,   3325039,    432967,    641261,      2246,     -1743,     -5449,     -7192,   -125663,   -392858,   -518520,     22656,      1312,      4291,        84,    697791,     40402,    132165,      2581,      -508,     -3674,     -4182,    -15658,   -113150,   -128808,         0,      6005,         0,      1312,     47860,     53309,     23164,     26838
        17,     43017,1377.12976,      65.2,     349.7,     45648,      6472,     14411,       350,   2976249,    421976,    939575,     22800,     -1025,     -5950,     -6975,    -66824,   -387916,   -454740,     21966,      2104,      6414,        65,   7681363,    735617,   2242924,     22800,      -337,     -4058,     -4395,   -117887,  -1419034,  -1536921,      3594,      6472,       641,      2104,     46673,     52623,     22303,     26361
        18,     43018,464.795362,      76.7,      62.0,     48729,      6336,     12258,        74,   3737492,    486001,    940205,      5712,     -1621,     -4462,     -6084,   -124349,   -342261,   -466610,     24162,      1377,      5397,        86,   1498051,     85370,    334623,      5307,      -475,     -2982,     -3456,    -29441,   -184861,   -214303,         0,      6336,         0,      1377,     50350,     54812,     24637,     27619
        19,     43019,467.654668,     114.4,     160.5,     46012,      5992,      9232,       165,   5263798,    685503,   1056150,     18912,     -1749,     -6512,     -8262,   -200103,   -745013,   -945117,     22597,      1309,      4246,       262,   3626883,    210105,    681486,     42053,      -510,     -4276,     -4786,    -81874,   -686258,   -768132,         0,      5992,         0,      1309,     47761,     54274,     23108,     27383
        20,     43020, 46.520611,         0,      88.3,     45985,      6378,     14499,      1502,         0,         0,         0,         0,      -918,     -5594,     -6513,         0,         0,         0,     21816,      1630,      6555,       262,   1926312,    143931,    578808,     23143,      -282,     -4276,     -4558,    -24877,   -377582,   -402459,         0,      6378,         0,      1630,     46904,     52498,     22097,     26373
        21,     43021, 94.912065,      85.7,      66.3,     44776,     10836,     15756,      5868,   3837322,    928660,   1350304,    502918,      -925,     -6861,     -7786,    -79266,   -588008,   -667274,     21048,      2350,      6918,       556,   1395513,    155819,    458687,     36887,      -291,     -4994,     -5285,    -19321,   -331070,   -350391,     10836,      6817,      2350,      1931,     45701,     52562,     21340,     26333
        22,     43022, 51.967097,     150.4,      53.5,     44462,     13097,     16793,      3618,   6687124,   1969809,   2525607,    544153,     -1008,     -7883,     -8891,   -151618,  -1185604,  -1337222,     20874,      2979,      7035,       696,   1116750,    159360,    376379,     37225,      -353,     -5502,     -5855,    -18891,   -294333,   -313224,     13097,      6750,      2979,      1868,     45470,     53353,     21227,     26728
        23,     43023, 87.797784,         0,         0,     44767,     14021,     15043,      1954,         0,         0,         0,         0,      -939,     -6613,     -7552,         0,         0,         0,     20864,      3858,      6617,       326,         0,         0,         0,         0,      -310,     -4965,     -5275,         0,         0,         0,     14021,      6632,      3858,      1911,     45706,     52319,     21174,     26140
        24,     43024, 22.423837,     162.0,       3.4,     44695,     16768,     15006,      2664,   7240567,   2716407,   2430969,    431631,     -1174,     -6779,     -7954,   -190262,  -1098241,  -1288504,     20935,      4439,      6661,       367,     71178,     15093,     22648,      1248,      -429,     -4969,     -5398,     -1460,    -16894,    -18354,     16768,      6733,      4439,      1872,     45869,     52649,     21364,     26333
        25,     43025, 55.897763,         0,     794.1,     44670,     17379,     15254,      4017,         0,         0,         0,         0,     -1086,     -6366,     -7452,         0,         0,         0,     20876,      4964,      6750,       410,  16577825,   3941572,   5359940,    325443,      -387,     -4807,     -5195,   -307629,  -3817378,  -4125007,     17379,      6494,      4964,      1681,     45756,     52121,     21264,     26071
        26,     43026, 19.183164,      19.3,     264.2,     45664,     19231,     15492,      5669,    881314,    371166,    298997,    109407,     -1009,     -5930,     -6939,    -19473,   -114452,   -133924,     21396,      5173,      6847,       541,   5652899,   1366709,   1808929,    142804,      -350,     -4615,     -4964,    -92404,  -1219186,  -1311590,     19231,      6670,      5173,      1782,     46673,     52603,     21746,     26361
        27,     43027, 21.155020,     148.9,      15.9,     45829,     15899,     15539,      3747,   6823936,   2367411,   2313733,    558001,      -936,     -6418,     -7354,   -139398,   -955629,  -1095027,     21466,      4141,      6758,       390,    341307,     65843,    107451,      6204,      -307,     -4825,     -5131,     -4874,    -76716,    -81590,     15899,      6798,      4141,      1955,     46765,     53183,     21772,     26597
        28,     43028, 59.722067,         0,     370.7,     47497,     16867,     16086,      5240,         0,         0,         0,         0,      -900,     -5507,     -6407,         0,         0,         0,     22281,      4403,      6838,       525,   8259402,   1632223,   2534725,    194665,      -316,     -4428,     -4744,   -117224,  -1641445,  -1758669,     16867,      6559,      4403,      1753,     48396,     53903,     22597,     27025
        29,     43029, 25.158242,         0,     324.7,     46107,     19542,     15749,      6013,         0,         0,         0,         0,      -940,     -5752,     -6692,         0,         0,         0,     21629,      5223,      6865,       562,   7022823,   1696021,   2228918,    182583,      -317,     -4505,     -4822,   -103049,  -1462696,  -1565745,     19542,      6639,      5223,      1782,     47046,     52798,     21946,     26451
        30,     43030, 17.736186,         0,     407.7,     46657,     20404,     15958,      6555,         0,         0,         0,         0,      -936,     -5459,     -6395,         0,         0,         0,     21933,      5069,      6917,       612,   8942010,   2066623,   2820177,    249535,      -315,     -4368,     -4683,   -128472,  -1780844,  -1909316,     20404,      6786,      5069,      1712,     47592,     53051,     22248,     26616
        31,     43031, 15.786212,         0,     417.6,     46752,     20357,     16519,      6538,         0,         0,         0,         0,      -923,     -5615,     -6538,         0,         0,         0,     21930,      5025,      6966,       628,   9158152,   2098513,   2909072,    262235,      -318,     -4474,     -4792,   -132934,  -1868247,  -2001181,     20357,      6576,      5025,      1766,     47675,     53291,     22249,     26723
        32,     43032, 16.715941,         0,    1257.0,     46506,     18060,     16229,      6423,         0,         0,         0,         0,      -952,     -5741,     -6693,         0,         0,         0,     21822,      5094,      6970,       620,  27430570,   6403020,   8760804,    779457,      -339,     -4531,     -4870,   -426424,  -5695033,  -6121457,     18060,      6558,      5094,      1756,     47458,     53199,     22161,     26692
        33,     43033, 55.702348,      48.0,    1507.9,     46406,     15963,     16908,      5954,   2227477,    766214,    811592,    285799,      -955,     -6046,     -7002,    -45860,   -290212,   -336072,     21695,      4624,      7055,       642,  32714632,   6972748,  10638391,    968275,      -343,     -4744,     -5087,   -517751,  -7152860,  -7670610,     15963,      6599,      4624,      1762,     47361,     53407,     22039,     26782
        34,     43034,180.531115,         0,         0,     45882,     12042,     16053,      1183,         0,         0,         0,         0,      -957,     -6805,     -7762,         0,         0,         0,     21292,      3056,      6686,       262,         0,         0,         0,         0,      -345,     -5129,     -5474,         0,         0,         0,     12042,      6885,      3056,      1903,     46839,     53644,     21637,     26766
        35,     43035,202.679905,     157.0,      78.0,     47559,     16848,     18082,      1318,   7466810,   2645158,   2838812,    206871,      -811,     -6014,     -6825,   -127309,   -944140,  -1071449,     21710,      4099,      6908,       369,   1693355,    319704,    538830,     28788,      -413,     -5145,     -5558,    -32236,   -401316,   -433552,     16848,      6101,      4099,      1476,     48370,     54384,     22123,     27268
        36,     43036, 61.122869,     173.7,    1245.0,     45924,     14521,     17685,      5446,   7976967,   2522221,   3071875,    945942,     -1060,     -6678,     -7739,   -184172,  -1160024,  -1344196,     21295,      4043,      7114,       531,  26511837,   5034029,   8857046,    661527,      -413,     -5139,     -5552,   -514458,  -6397892,  -6912350,     14521,      6489,      4043,      1730,     46984,     53662,     21708,     26847
        37,     43037,659.114905,         0,      14.1,     43674,      7636,     19845,       508,         0,         0,         0,         0,     -1122,     -8739,     -9861,         0,         0,         0,     20330,      1984,      7326,       324,    286651,     27969,    103303,      4571,      -448,     -5654,     -6103,     -6323,    -79728,    -86051,      7636,      6454,      1889,      1984,     44795,     53535,     20778,     26433
        38,     43038, 55.230490,       8.7,       3.6,     45743,      5349,     21085,        94,    397962,     46540,    183440,       819,      -678,     -8093,     -8771,     -5896,    -70410,    -76306,     21216,      1156,      7328,       132,     76377,      4160,     26383,       476,      -281,     -5655,     -5937,     -1012,    -20360,    -21372,         0,      5349,         0,      1156,     46420,     54514,     21497,     27152
        39,     43039,231.249227,         0,     546.5,     41460,      5503,     15511,       547,         0,         0,         0,         0,      -993,    -10992,    -11985,         0,         0,         0,     18732,      1193,      5695,         0,  10236872,    651717,   3112301,         0,      -366,     -7301,     -7667,   -200241,  -3990047,  -4190288,         0,      5503,         0,      1193,     42453,     53445,     19098,     26399
        40,     43040,281.620299,     202.6,     429.3,     45194,     13587,     19081,       932,   9156244,   2752712,   3865785,    188753,     -1132,     -8221,     -9352,   -229299,  -1665487,  -1894786,     19330,      2965,      6115,       377,   8298355,   1272872,   2625195,    161819,      -734,     -7014,     -7748,   -314991,  -3011186,  -3326177,     13587,       125,      2965,        27,     46325,     54546,     20064,     27078
        41,     43041,312.745070,     532.9,    1017.8,     46547,     14902,     21331,      1057,  24805031,   7941148,  11367114,    563497,      -956,     -7489,     -8445,   -509381,  -3990698,  -4500079,     20470,      3465,      7037,       816,  20834609,   3526907,   7162491,    830460,      -547,     -6456,     -7003,   -557031,  -6570595,  -7127626,     14902,       825,      3465,       736,     47503,     54992,     21018,     27473
        42,     43042, 65.553398,     107.6,      21.1,     44824,      2487,     22055,       356,   4823067,    267586,   2373110,     38272,      -889,     -9403,    -10293,    -95676,  -1011814,  -1107490,     19637,      1137,      7410,       338,    414351,     23983,    156353,      7128,      -515,     -7545,     -8060,    -10870,   -159203,   -170073,         0,      2487,         0,      1137,     45713,     55117,     20153,     27698
        43,     43043, 92.306554,      14.5,       3.5,     44237,      4835,     22511,        46,    641443,     70108,    326403,       665,      -676,     -9475,    -10151,     -9797,   -137386,   -147183,     20013,      1021,      7500,       145,     70046,      3574,     26249,       506,      -273,     -6727,     -7000,      -956,    -23543,    -24499,         0,      4835,         0,      1021,     44913,     54388,     20286,     27013
        44,     43044, 54.488364,     154.5,       8.9,     46421,     18359,     22452,      1061,   7172101,   2836446,   3468760,    163974,     -1134,     -6921,     -8055,   -175250,  -1069295,  -1244545,     20015,      4390,      6849,       720,    178131,     39073,     60952,      6407,      -799,     -6211,     -7009,     -7109,    -55274,    -62383,     18359,       985,      4390,       933,     47556,     54477,     20813,     27024
        45,     43045,156.887397,      58.2,      11.0,     44796,     11367,     23212,       692,   2607154,    661535,   1350929,     40254,      -945,     -9372,    -10317,    -55013,   -545430,   -600443,     19295,      2507,      7283,       623,    212240,     27582,     80115,      6852,      -536,     -7703,     -8239,     -5892,    -84734,    -90626,     11367,       146,      2507,        75,     45742,     55113,     19830,     27533
        46,     43046,188.864399,       7.8,         0,     44190,       115,     23529,        37,    344684,       896,    183530,       291,      -816,     -9540,    -10356,     -6363,    -74412,    -80776,     18895,        25,      7510,       201,         0,         0,         0,         0,      -418,     -7826,     -8244,         0,         0,         0,         0,       115,         0,        25,     45006,     54546,     19314,     27140
        47,     43047,177.389070,      24.1,       5.9,     44352,       107,     23491,        10,   1068885,      2580,    566145,       247,      -712,     -9788,    -10500,    -17150,   -235896,   -253047,     19388,        23,      7524,        49,    114389,       137,     44394,       287,      -313,     -7695,     -8008,     -1849,    -45401,    -47250,         0,       107,         0,        23,     45064,     54852,     19701,     27396
        48,     43048,233.257463,         0,         0,     39179,       103,     14055,         0,         0,         0,         0,         0,     -2139,    -10444,    -12584,         0,         0,         0,     15835,        22,      4339,         0,         0,         0,         0,         0,     -1301,     -7936,     -9237,         0,         0,         0,         0,       103,         0,        22,     41318,     51763,     17136,     25072
        49,     43049, 56.709939,      93.1,     555.4,     46276,     18893,     20212,      2479,   4308334,   1758892,   1881707,    230801,     -1255,     -6669,     -7924,   -116843,   -620896,   -737740,     19850,      4374,      6098,       703,  11024863,   2429534,   3387013,    390631,      -902,     -6004,     -6906,   -501102,  -3334493,  -3835595,     18893,       137,      4374,        23,     47531,     54201,     20753,     26756
        50,     43050, 62.083765,      12.8,      79.5,     47018,     19915,     22252,       692,    601836,    254910,    284828,      8863,     -1114,     -6561,     -7675,    -14256,    -83978,    -98234,     20404,      4934,      6626,       598,   1622126,    392239,    526774,     47572,      -814,     -5947,     -6762,    -64724,   -472825,   -537549,     19915,      1003,      4934,       944,     48132,     54693,     21218,     27166
        51,     43051,107.990485,      14.8,       3.4,     45184,     17310,     23378,       224,    668729,    256182,    345993,      3309,     -1228,     -8268,     -9496,    -18180,   -122359,   -140540,     19262,      3989,      6850,       425,     65489,     13563,     23291,      1446,      -816,     -7080,     -7896,     -2774,    -24072,    -26846,     17310,       128,      3989,        27,     46413,     54680,     20077,     27157
        52,     43052,296.247525,      29.7,       1.8,     44465,     10006,     24879,        11,   1320600,    297192,    738917,       332,     -1230,     -9186,    -10416,    -36529,   -272837,   -309366,     18846,      1964,      7292,        75,     33923,      3535,     13125,       135,      -801,     -7721,     -8522,     -1441,    -13898,    -15339,     10006,       122,      1964,        26,     45695,     54881,     19647,     27368
        53,     43053,161.482196,         0,         0,     44387,       107,     24824,        11,         0,         0,         0,         0,      -709,    -10026,    -10735,         0,         0,         0,     19405,        23,      7499,        60,         0,         0,         0,         0,      -314,     -7853,     -8167,         0,         0,         0,         0,       107,         0,        23,     45096,     55122,     19719,     27572
        54,     43054,187.947395,      11.9,         0,     43523,      1065,     24919,        27,    517919,     12676,    296542,       324,      -683,    -10921,    -11604,     -8126,   -129956,   -138082,     19237,       406,      7463,       106,         0,         0,         0,         0,      -272,     -8006,     -8278,         0,         0,         0,         0,      1065,         0,       406,     44205,     55126,     19509,     27514
        55,     43055,112.230726,      49.4,    3051.1,     42153,     13115,     18144,      3359,   2082346,    647894,    896312,    165913,     -2099,     -9077,    -11176,   -103679,   -448419,   -552098,     17443,      3304,      5235,       292,  53219974,  10081962,  15973362,    890502,     -1283,     -7281,     -8564,  -3914859, -22215526, -26130386,     13115,       126,      3304,        22,     44252,     53329,     18726,     26007
        56,     43056, 12.457065,      24.8,       1.8,     46141,     21697,     20078,      3693,   1144289,    538075,    497944,     91599,     -1459,     -6874,     -8332,    -36172,   -170468,   -206640,     19724,      5168,      5907,       595,     35502,      9303,     10633,      1072,     -1059,     -6159,     -7219,     -1907,    -11087,    -12994,     21697,       139,      5168,        23,     47599,     54473,     20783,     26942
        57,     43057, 11.504439,      11.2,         0,     45093,     22386,     20798,      2516,    505037,    250721,    232937,     28184,     -1455,     -7261,     -8716,    -16298,    -81318,    -97616,     19064,      5381,      6140,       652,         0,         0,         0,         0,      -999,     -6379,     -7378,         0,         0,         0,     22386,       141,      5381,        24,     46548,     53808,     20063,     26443
        58,     43058, 20.839807,      37.4,         0,     46727,     21198,     20620,      3244,   1747577,    792804,    771173,    121340,     -1223,     -6650,     -7873,    -45729,   -248703,   -294432,     20108,      5005,      5940,       519,         0,         0,         0,         0,      -911,     -6005,     -6916,         0,         0,         0,     21198,       143,      5005,        24,     47949,     54599,     21019,     27024
        59,     43059, 42.712718,     162.9,         0,     46167,     22285,     21371,      2086,   7520665,   3630261,   3481359,    339807,     -1344,     -7129,     -8474,   -218942,  -1161393,  -1380334,     19740,      5238,      6164,       542,         0,         0,         0,         0,      -980,     -6341,     -7321,         0,         0,         0,     22285,       138,      5238,        23,     47511,     54641,     20720,     27062
        60,     43060, 32.878731,      71.8,      30.5,     47242,     22373,     22182,       615,   3391952,   1606381,   1592692,     44149,     -1254,     -6342,     -7597,    -90043,   -455390,   -545433,     20493,      5417,      6460,       573,    625042,    165229,    197015,     17464,      -935,     -5828,     -6763,    -28505,   -177759,   -206264,     22373,      4549,      5417,      2309,     48496,     54838,     21428,     27256
        61,     43061, 40.155740,       7.8,         0,     47813,     21266,     23252,       163,    372941,    165874,    181363,      1270,     -1182,     -6162,     -7344,     -9222,    -48065,    -57287,     20856,      5071,      6601,       368,         0,         0,         0,         0,      -918,     -5750,     -6668,         0,         0,         0,     21266,      3690,      5071,      1420,     48995,     55157,     21774,     27524
        62,     43062, 37.133481,       7.7,         0,     44317,     16702,     19817,      3336,    341239,    128607,    152594,     25687,     -1443,     -8015,     -9457,    -11109,    -61713,    -72822,     18611,      3718,      5581,       416,         0,         0,         0,         0,      -938,     -6792,     -7729,         0,         0,         0,     16702,       139,      3718,        23,     45759,     53774,     19549,     26340
        63,     43063,197.834349,       4.8,      27.6,     47181,     17790,     22426,        84,    226469,     85390,    107643,       404,     -1214,     -6690,     -7904,     -5827,    -32111,    -37937,     20386,      4103,      6172,       301,    562658,    113240,    170337,      8318,      -924,     -6113,     -7037,    -25514,   -168720,   -194234,     17790,      3749,      4103,      1377,     48395,     55085,     21311,     27424
        64,     43064,2823.35794,      74.3,     111.2,     38033,       100,     13039,       111,   2825821,      7428,    968804,      8262,     -1534,    -13405,    -14939,   -113969,   -996004,  -1109973,     15263,        18,      3088,        74,   1697212,      2040,    343438,      8262,      -938,     -9629,    -10566,   -104265,  -1070719,  -1174985,         0,       100,         0,        18,     39566,     52972,     16200,     25829
        65,     43065,354.902207,     110.3,         0,     47390,     16181,     25018,         6,   5227075,   1784729,   2759474,       624,     -1287,     -6881,     -8168,   -141903,   -758998,   -900901,     20616,      3387,      6472,       181,         0,         0,         0,         0,      -919,     -6284,     -7202,         0,         0,         0,     16181,      3662,      3387,      1533,     48676,     55557,     21534,     27818
        66,     43066,225.299718,      82.0,      73.0,     46560,     14694,     26058,       121,   3817947,   1204942,   2136785,      9886,     -1322,     -7682,     -9003,   -108373,   -629902,   -738275,     20066,      3107,      7203,       297,   1464816,    226791,    525803,     21683,      -925,     -6910,     -7836,    -67552,   -504458,   -572010,     14694,      4134,      3107,      1752,     47882,     55564,     20991,     27902
        67,     43067,222.353024,     168.3,      20.4,     45734,      7869,     25204,       631,   7697037,   1324357,   4241815,    106270,     -1321,     -8338,     -9659,   -222273,  -1403281,  -1625554,     19683,      1594,      7203,       550,    401541,     32522,    146946,     11211,      -846,     -7235,     -8081,    -17253,   -147594,   -164847,      7869,       291,      1594,       130,     47055,     55393,     20529,     27764
        68,     43068, 97.754819,     138.9,       8.0,     47346,     19560,     25130,       471,   6576293,   2716857,   3490578,     65363,     -1274,     -7227,     -8501,   -176932,  -1003844,  -1180776,     20713,      4405,      6671,       576,    165701,     35241,     53369,      4608,      -898,     -6458,     -7356,     -7185,    -51662,    -58847,     19560,      6755,      4405,      1968,     48619,     55846,     21611,     28069
        69,     43069,332.298115,     372.1,     735.2,     46824,     13841,     24488,      1414,  17423135,   5150371,   9112100,    526146,     -1344,     -7590,     -8935,   -500259,  -2824369,  -3324628,     20676,      3249,      6829,       837,  15201150,   2388916,   5020622,    615103,      -882,     -6456,     -7339,   -648652,  -4746691,  -5395343,     13841,      6997,      3249,      2204,     48168,     55759,     21558,     28015
        70,     43070,162.997742,     146.6,      24.8,     45847,      9236,     22832,       591,   6721161,   1353980,   3347140,     86620,     -1345,     -8740,    -10085,   -197247,  -1281247,  -1478494,     20079,      2165,      6725,       342,    497962,     53685,    166775,      8479,      -868,     -7239,     -8106,    -21522,   -179518,   -201040,      9236,      6941,      1840,      2165,     47192,     55932,     20947,     28186
        71,     43071,324.286414,         0,         0,     50286,      9885,     20951,       191,         0,         0,         0,         0,     -1365,     -5539,     -6903,         0,         0,         0,     24241,      2841,      6241,       159,         0,         0,         0,         0,      -589,     -4472,     -5061,         0,         0,         0,      9885,      7642,      2463,      2841,     51651,     57190,     24829,     29302
        72,     43072,124.765897,     109.4,      11.3,     48289,     21102,     23983,      1389,   5282797,   2308598,   2623780,    151919,     -1177,     -6484,     -7662,   -128794,   -709389,   -838183,     21390,      4694,      6126,       424,    241702,     53037,     69227,      4792,      -856,     -5854,     -6710,     -9670,    -66155,    -75825,     21102,      5744,      4694,      1899,     49466,     55950,     22245,     28100
        73,     43073, 75.628008,      89.0,     659.3,     49269,     24467,     23548,      4922,   4384925,   2177575,   2095778,    438086,     -1144,     -5972,     -7116,   -101810,   -531517,   -633327,     22214,      6294,      6095,       922,  14645969,   4149526,   4018561,    607778,      -832,     -5421,     -6253,   -548467,  -3574309,  -4122776,     24467,      6463,      6294,      2275,     50413,     56385,     23046,     28468
        74,     43074, 71.367392,      28.1,       6.3,     45965,     22205,     23827,      5865,   1291615,    623955,    669552,    164818,     -1312,     -7997,     -9310,    -36879,   -224720,   -261599,     19870,      5585,      6281,      1215,    125179,     35188,     39570,      7655,      -847,     -6884,     -7731,     -5337,    -43368,    -48705,     22205,      6731,      5585,      1958,     47277,     55275,     20717,     27601
        75,     43075, 57.299350,      40.9,       6.1,     48650,     17069,     24097,      4820,   1989789,    698130,    985563,    197125,     -1259,     -6399,     -7657,    -51482,   -261704,   -313185,     21968,      4908,      6450,      1253,    134007,     29937,     39344,      7642,      -860,     -5597,     -6458,     -5248,    -34144,    -39391,     17069,      5976,      4908,      2172,     49909,     56307,     22829,     28426
        76,     43076, 44.918354,      43.9,      18.4,     46780,     18951,     23740,      5251,   2053621,    831932,   1042183,    230520,     -1304,     -7572,     -8876,    -57239,   -332426,   -389665,     20807,      5192,      6445,      1334,    382840,     95537,    118597,     24540,      -877,     -6239,     -7117,    -16141,   -114805,   -130946,     18951,      5949,      5192,      2158,     48083,     55656,     21684,     27923
