TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        62,      1022,254.335400,       3.9,         0,      2389,       865,         0,      9318,      3373,         0,        -1,      -870,      -871,        -2,     -3394,     -3396,      1471,       590,         5,         0,         0,         0,        -1,     -1300,     -1301,         0,         0,         0,      2390,      3260,      1471,      2772
        63,      1023,2089.77500,       9.0,         0,      2233,       123,         0,     20101,      1105,         0,        -0,      -827,      -827,        -3,     -7441,     -7444,      1385,       218,         9,         0,         0,         0,        -0,     -1098,     -1098,         0,         0,         0,      2234,      3060,      1385,      2483
        64,      1024,751.823500,       4.5,         0,      2526,      1732,         0,     11367,      7796,         0,        -0,      -656,      -656,        -1,     -2952,     -2953,      1658,       945,         5,         0,         0,         0,        -1,     -1099,     -1099,         0,         0,         0,      2526,      3182,      1659,      2758
        65,      1025,680.179000,      15.5,         0,      2523,      1567,         0,     39100,     24290,         0,        -0,      -688,      -688,        -4,    -10667,    -10671,      1652,       918,        16,         0,         0,         0,        -1,     -1115,     -1116,         0,         0,         0,      2523,      3211,      1653,      2768
        66,      1026,994.028300,       8.8,         0,      2363,      1315,         0,     20792,     11569,         0,        -0,      -650,      -651,        -3,     -5723,     -5726,      1465,       851,         9,         0,         0,         0,        -0,     -1016,     -1016,         0,         0,         0,      2363,      3013,      1465,      2481
        67,      1027,351.153200,       1.9,         0,      2455,      1799,         0,      4665,      3417,         0,        -0,      -718,      -719,        -0,     -1365,     -1365,      1542,      1119,         6,         0,         0,         0,        -0,     -1129,     -1129,         0,         0,         0,      2455,      3174,      1543,      2672
        68,      1028,670.926000,         0,         0,      2608,      2043,        22,         0,         0,         0,        -0,      -795,      -795,         0,         0,         0,      1811,      1061,         0,         0,         0,         0,        -0,     -1266,     -1267,         0,         0,         0,      2608,      3402,      1812,      3078
        69,      1029,1464.01190,       3.1,         0,      2482,      1725,         0,      7696,      5346,         0,        -1,      -628,      -629,        -3,     -1947,     -1950,      1641,       812,         3,         0,         0,         0,        -1,      -990,      -991,         0,         0,         0,      2483,      3111,      1641,      2632
        70,      1030,962.680700,      10.1,         0,      2554,      2345,         1,     25796,     23684,         9,        -0,      -598,      -598,        -2,     -6037,     -6038,      1722,      1226,        10,         0,         0,         0,        -0,      -956,      -957,         0,         0,         0,      2554,      3152,      1723,      2679
        71,      1031,268.428500,      41.9,         0,      2522,      2148,        27,    105683,     90010,      1151,        -0,      -685,      -685,        -9,    -28697,    -28706,      1653,      1263,       109,         0,         0,         0,        -0,     -1069,     -1069,         0,         0,         0,      2522,      3207,      1654,      2723
        72,      1032,254.498700,      48.1,       7.2,      2449,      1496,         7,    117786,     71949,       346,        -0,      -708,      -708,       -15,    -34062,    -34077,      1538,       996,        48,     11072,      7170,       346,        -0,     -1095,     -1096,        -2,     -7887,     -7889,      2449,      3157,      1538,      2633
        73,      1033,2509.15550,       7.1,         0,      1946,         0,         0,     13818,         0,         0,        -1,      -952,      -954,        -8,     -6762,     -6771,      1337,        47,         7,         0,         0,         0,        -1,     -1208,     -1209,         0,         0,         0,      1947,      2900,      1338,      2546
        74,      1034,178.335900,      35.3,      29.2,      2519,      2047,        29,     88919,     72263,      1031,        -0,      -702,      -702,        -7,    -24769,    -24776,      1644,      1223,        98,     48006,     35698,      2869,        -0,     -1093,     -1093,       -11,    -31911,    -31922,      2519,      3221,      1644,      2737
        75,      1035,1409.35590,      12.1,         0,      2293,       245,         0,     27750,      2965,         0,        -1,      -899,      -900,       -13,    -10877,    -10890,      1533,       137,        12,         0,         0,         0,        -0,     -1247,     -1248,         0,         0,         0,      2294,      3193,      1534,      2781
        76,      1036,2833.56520,      20.5,         0,      2451,      1903,         0,     50242,     39013,         0,        -1,      -730,      -731,       -21,    -14969,    -14989,      1609,       917,        21,         0,         0,         0,        -1,     -1075,     -1075,         0,         0,         0,      2452,      3182,      1610,      2684
        77,      1037,351.834500,       1.0,         0,      2612,      2302,       217,      2612,      2302,       217,        -0,      -720,      -720,        -0,      -720,      -720,      1836,      1266,       142,         0,         0,         0,        -0,     -1047,     -1048,         0,         0,         0,      2613,      3332,      1837,      2884
        78,      1038,1405.01890,       5.0,         0,      1977,         0,         0,      9886,         0,         0,        -1,      -968,      -969,        -6,     -4839,     -4845,      1362,        48,         5,         0,         0,         0,        -1,     -1384,     -1385,         0,         0,         0,      1978,      2946,      1362,      2747
        79,      1039,1711.01740,      15.1,         0,      2152,        40,         0,     32496,       605,         0,        -1,     -1139,     -1140,       -16,    -17194,    -17210,      1447,        64,        15,         0,         0,         0,        -0,     -1592,     -1592,         0,         0,         0,      2153,      3292,      1447,      3039
        80,      1040,958.140300,       1.1,         0,      2621,      2003,         0,      2883,      2204,         0,        -1,      -898,      -899,        -1,      -988,      -989,      1876,      1138,         1,         0,         0,         0,        -0,     -1255,     -1256,         0,         0,         0,      2621,      3520,      1876,      3132
        81,      1041,1273.90780,       3.3,         0,      2360,       787,         0,      7788,      2596,         0,        -1,     -1163,     -1164,        -3,     -3838,     -3840,      1644,       359,         3,         0,         0,         0,        -0,     -1615,     -1616,         0,         0,         0,      2361,      3524,      1644,      3259
        82,      1042,864.383500,         0,         0,      2570,      1508,         0,         0,         0,         0,        -1,     -1037,     -1038,         0,         0,         0,      1848,       733,         0,         0,         0,         0,        -0,     -1521,     -1521,         0,         0,         0,      2571,      3608,      1849,      3369
        83,      1043,2222.38630,      12.6,         0,      1744,         0,         0,     21979,         0,         0,        -1,      -939,      -940,       -15,    -11833,    -11848,      1263,        21,        13,         0,         0,         0,        -1,     -1355,     -1355,         0,         0,         0,      1746,      2685,      1264,      2618
        84,      1044,1385.33100,         0,         0,      2630,      1338,         0,         0,         0,         0,        -1,     -1014,     -1015,         0,         0,         0,      1890,       717,         0,         0,         0,         0,        -0,     -1443,     -1444,         0,         0,         0,      2631,      3645,      1890,      3334
        85,      1045,1504.40890,         0,       1.0,      2541,       867,         1,         0,         0,         0,        -1,     -1192,     -1192,         0,         0,         0,      1809,       406,         0,      1809,       406,         0,        -0,     -1731,     -1732,        -0,     -1731,     -1732,      2541,      3733,      1809,      3540
        86,      1046,1439.01180,         0,         0,      2254,       163,         0,         0,         0,         0,        -1,     -1141,     -1142,         0,         0,         0,      1439,        32,         0,         0,         0,         0,        -0,     -1612,     -1613,         0,         0,         0,      2255,      3396,      1439,      3052
        87,      1047,1848.58430,         0,         0,      1529,         0,         0,         0,         0,         0,        -1,     -3935,     -3936,         0,         0,         0,       938,         8,         0,         0,         0,         0,        -2,     -2905,     -2907,         0,         0,         0,      1530,      5465,       940,      3845
        88,      1048,1222.57420,         0,         0,      1943,         0,         0,         0,         0,         0,        -2,     -3226,     -3228,         0,         0,         0,      1257,         1,         0,         0,         0,         0,        -2,     -2445,     -2447,         0,         0,         0,      1945,      5171,      1259,      3704
        89,      1049,1821.82580,       1.0,         0,      1980,         0,         0,      1980,         0,         0,        -2,     -3425,     -3428,        -2,     -3425,     -3428,      1285,         1,         1,         0,         0,         0,        -2,     -2578,     -2580,         0,         0,         0,      1983,      5408,      1287,      3865
        90,      1050,22143.6068,         0,         0,       833,         0,         0,         0,         0,         0,        -1,     -3443,     -3444,         0,         0,         0,       473,         0,         0,         0,         0,         0,        -1,     -2743,     -2744,         0,         0,         0,       834,      4277,       474,      3217
        91,      1051,10170.7578,       7.3,         0,      1980,         0,         0,     14455,         0,         0,        -1,     -1470,     -1471,        -4,    -10733,    -10737,      1154,        47,         7,         0,         0,         0,        -0,     -1605,     -1606,         0,         0,         0,      1981,      3451,      1154,      2760
        92,      1052,30029.4087,      26.0,       4.4,        14,         4,         4,       353,       114,       114,         0,     -2291,     -2291,         0,    -59568,    -59568,        54,        26,        26,       239,       114,       114,         0,     -1807,     -1807,         0,     -7950,     -7950,        14,      2305,        54,      1861
        93,      1053,14312.3023,       9.6,         0,      2051,       518,         0,     19689,      4972,         0,        -1,      -838,      -839,       -10,     -8045,     -8055,      1326,       196,        10,         0,         0,         0,        -0,      -975,      -976,         0,         0,         0,      2052,      2890,      1326,      2301
        94,      1054,2960.28230,       8.7,         0,      2211,       107,         0,     19238,       930,         0,        -1,     -1383,     -1384,        -7,    -12031,    -12038,      1481,        61,         9,         0,         0,         0,        -0,     -1955,     -1955,         0,         0,         0,      2212,      3595,      1481,      3437
        95,      1055,49912.5455,      17.3,       5.7,      1356,         6,         6,     23457,        99,        99,        -0,     -1373,     -1374,        -8,    -23761,    -23770,       846,        17,        17,      4822,        99,        99,        -0,     -1291,     -1291,        -1,     -7360,     -7361,      1356,      2730,       846,      2137
        96,      1056,16091.4068,         0,         0,      1336,         0,         0,         0,         0,         0,        -1,     -1278,     -1280,         0,         0,         0,      1024,         7,         0,         0,         0,         0,        -1,     -1449,     -1450,         0,         0,         0,      1337,      2615,      1025,      2474
        97,      1057,17706.2208,         0,         0,      1747,         0,         0,         0,         0,         0,        -1,     -1715,     -1715,         0,         0,         0,      1078,         4,         0,         0,         0,         0,        -0,     -2303,     -2303,         0,         0,         0,      1748,      3462,      1078,      3381
        98,      1058,17822.3662,         0,         0,       237,         0,         0,         0,         0,         0,        -0,      -276,      -276,         0,         0,         0,       353,         0,         0,         0,         0,         0,        -0,      -238,      -238,         0,         0,         0,       237,       513,       353,       591
        99,      1059,63551.5206,         0,         0,      1592,         0,         0,         0,         0,         0,        -0,     -1187,     -1187,         0,         0,         0,       890,         0,         0,         0,         0,         0,        -0,     -1409,     -1409,         0,         0,         0,      1593,      2780,       891,      2300
       100,      1060,85549.1324,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -159,      -159,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      -254,      -254,         0,         0,         0,         0,       159,         0,       254
       101,      1061,36970.7708,       1.0,         0,       291,         0,         0,       291,         0,         0,        -0,     -1564,     -1565,        -0,     -1564,     -1565,       514,         1,         1,         0,         0,         0,        -0,     -1087,     -1088,         0,         0,         0,       292,      1856,       515,      1602
       102,      1062,214.398500,     174.4,      59.9,       442,       389,       100,     77131,     67772,     17483,        -0,      -486,      -486,        -6,    -84805,    -84811,       712,       519,       299,     42676,     31072,     17888,        -0,      -291,      -291,        -7,    -17413,    -17419,       442,       929,       713,      1003
       103,      1063,148.244600,      74.1,      17.5,       443,       389,        77,     32797,     28795,      5735,        -0,      -534,      -534,        -3,    -39590,    -39592,       714,       519,       249,     12489,      9077,      4359,        -0,      -321,      -321,        -2,     -5619,     -5621,       443,       977,       714,      1035
       104,      1064,712.650200,      28.0,     114.8,       436,       389,       146,     12217,     10881,      4074,        -0,      -419,      -419,        -1,    -11723,    -11724,       692,       526,        94,     79463,     60351,     10756,        -0,      -270,      -270,       -12,    -30959,    -30971,       436,       855,       692,       962
       105,      1065,192.423800,     222.1,     103.8,       446,       389,       168,     99020,     86308,     37421,        -0,      -525,      -525,        -4,   -116544,   -116548,       725,       528,       269,     75252,     54767,     27918,        -0,      -313,      -313,        -6,    -32510,    -32516,       446,       971,       725,      1038
       106,      1066,635.714900,       1.0,      92.6,       447,       389,       112,       447,       389,       112,        -0,      -618,      -618,        -0,      -618,      -618,       730,       529,        43,     67599,     49007,      3990,        -0,      -370,      -370,        -5,    -34271,    -34277,       447,      1066,       730,      1100
       107,      1067,3042.13650,         0,         0,       219,        90,         0,         0,         0,         0,        -0,      -117,      -117,         0,         0,         0,       317,       158,         0,         0,         0,         0,        -0,      -187,      -187,         0,         0,         0,       219,       336,       317,       505
       108,      1068,5730.74550,         0,         0,       249,         0,         0,         0,         0,         0,        -0,      -101,      -101,         0,         0,         0,       362,         1,         0,         0,         0,         0,        -0,      -170,      -170,         0,         0,         0,       249,       350,       362,       532
       109,      1069,1649.86490,         0,         0,       383,       119,         0,         0,         0,         0,        -0,      -463,      -463,         0,         0,         0,       602,       199,         0,         0,         0,         0,        -0,      -318,      -318,         0,         0,         0,       384,       846,       603,       921
       110,      1070,3826.15560,       1.1,         0,       352,       229,         0,       388,       252,         0,        -0,      -152,      -152,        -0,      -167,      -167,       537,       324,         1,         0,         0,         0,        -0,      -184,      -185,         0,         0,         0,       352,       504,       537,       722
       111,      1071,1028.18090,         0,         0,       425,       301,         0,         0,         0,         0,        -0,      -346,      -346,         0,         0,         0,       662,       438,         0,         0,         0,         0,        -0,      -224,      -224,         0,         0,         0,       426,       772,       662,       886
       112,      1072,799.521300,         0,         0,       428,       286,         0,         0,         0,         0,        -0,      -486,      -486,         0,         0,         0,       666,       421,         0,         0,         0,         0,        -0,      -312,      -312,         0,         0,         0,       428,       914,       666,       978
       113,      1073,245.954700,         0,         0,       437,       376,         3,         0,         0,         0,        -0,      -497,      -497,         0,         0,         0,       694,       509,        17,         0,         0,         0,        -0,      -304,      -304,         0,         0,         0,       437,       933,       694,       998
       114,      1074,239.121200,         0,         0,       422,       381,         0,         0,         0,         0,        -0,      -276,      -276,         0,         0,         0,       654,       512,         3,         0,         0,         0,        -0,      -183,      -183,         0,         0,         0,       422,       697,       655,       837
       115,      1075,233.186800,       3.8,         0,       437,       388,        22,      1662,      1474,        85,        -0,      -437,      -437,        -0,     -1662,     -1662,       695,       512,        72,         0,         0,         0,        -0,      -266,      -266,         0,         0,         0,       437,       875,       695,       961
       116,      1076,874.438100,         0,         0,       436,       368,         0,         0,         0,         0,        -0,      -554,      -554,         0,         0,         0,       689,       507,         0,         0,         0,         0,        -0,      -344,      -345,         0,         0,         0,       436,       990,       690,      1034
       117,      1077,252.043200,         0,         0,       434,       329,         0,         0,         0,         0,        -0,      -683,      -683,         0,         0,         0,       684,       460,         0,         0,         0,         0,        -0,      -437,      -437,         0,         0,         0,       434,      1117,       684,      1121
       118,      1078,198.877200,         0,         0,       437,       389,        52,         0,         0,         0,        -0,      -425,      -425,         0,         0,         0,       695,       518,       139,         0,         0,         0,        -0,      -265,      -265,         0,         0,         0,       437,       862,       696,       961
       119,      1079,812.204800,         0,         0,       433,       349,         0,         0,         0,         0,        -0,      -710,      -710,         0,         0,         0,       702,       492,         0,         0,         0,         0,        -0,      -442,      -442,         0,         0,         0,       433,      1142,       702,      1144
       120,      1080,1028.17820,         0,         0,       363,       243,         0,         0,         0,         0,        -0,      -779,      -779,         0,         0,         0,       574,       333,         0,         0,         0,         0,        -0,      -556,      -556,         0,         0,         0,       363,      1142,       574,      1131
       121,      1081,1198.72670,       8.5,         0,       451,       367,         0,      3834,      3118,         0,         0,      -677,      -677,         0,     -5752,     -5752,       745,       485,         9,         0,         0,         0,        -0,      -416,      -416,         0,         0,         0,       451,      1128,       745,      1161
       122,      1082,1821.99430,       2.1,         0,       454,       300,         0,       954,       629,         0,        -0,      -808,      -808,        -0,     -1696,     -1696,       756,       403,         2,         0,         0,         0,        -0,      -483,      -483,         0,         0,         0,       454,      1262,       756,      1239
       123,      1083,1041.54870,       4.0,         0,       458,       336,         0,      1832,      1343,         0,        -0,      -700,      -700,        -0,     -2800,     -2800,       765,       449,         4,         0,         0,         0,        -0,      -410,      -410,         0,         0,         0,       458,      1158,       765,      1176
       124,      1084,578.258700,         0,         0,       457,        98,         0,         0,         0,         0,        -0,      -935,      -935,         0,         0,         0,       787,       140,         0,         0,         0,         0,        -0,      -554,      -554,         0,         0,         0,       457,      1393,       787,      1341
       125,      1085,2130.99820,       4.3,         0,       435,       119,         0,      1872,       513,         0,        -0,      -551,      -551,        -0,     -2370,     -2370,       733,       162,         4,         0,         0,         0,        -0,      -347,      -347,         0,         0,         0,       436,       987,       733,      1080
       126,      1086,1305.85350,       2.3,         0,       451,       142,         0,      1037,       326,         0,        -0,      -716,      -716,        -0,     -1647,     -1647,       766,       201,         2,         0,         0,         0,        -0,      -435,      -435,         0,         0,         0,       451,      1167,       766,      1201
       127,      1087,2287.29470,      22.4,         0,       450,       110,         0,     10082,      2475,         0,        -0,      -809,      -809,        -2,    -18120,    -18122,       773,       160,        22,         0,         0,         0,        -0,      -483,      -483,         0,         0,         0,       450,      1259,       773,      1257
       128,      1088,3560.74300,       6.3,         0,       386,         0,         0,      2429,         0,         0,        -0,      -493,      -493,        -0,     -3104,     -3104,       658,        28,         6,         0,         0,         0,        -0,      -343,      -343,         0,         0,         0,       386,       878,       658,      1000
       129,      1089,1306.35830,       5.8,         0,       425,         0,         0,      2467,         0,         0,        -0,      -737,      -737,        -0,     -4274,     -4274,       753,        43,         6,         0,         0,         0,        -0,      -461,      -461,         0,         0,         0,       425,      1162,       753,      1214
       130,      1090,2823.37430,       2.0,         0,       445,         0,         0,       890,         0,         0,        -0,      -856,      -857,        -1,     -1713,     -1713,       766,        43,         2,         0,         0,         0,        -0,      -535,      -535,         0,         0,         0,       445,      1302,       766,      1301
       131,      1091,2662.25530,         0,         0,        41,         0,         0,         0,         0,         0,         0,      -591,      -591,         0,         0,         0,       121,         6,         0,         0,         0,         0,         0,      -723,      -723,         0,         0,         0,        41,       633,       121,       844
       132,      1092,3212.15190,         0,         0,       381,         0,         0,         0,         0,         0,        -0,      -585,      -585,         0,         0,         0,       693,        17,         0,         0,         0,         0,        -0,      -381,      -381,         0,         0,         0,       381,       966,       693,      1074
       133,      1093,712.427800,         0,         0,       431,         0,         0,         0,         0,         0,        -0,      -708,      -708,         0,         0,         0,       729,        28,         0,         0,         0,         0,        -0,      -474,      -474,         0,         0,         0,       431,      1139,       729,      1203
       134,      1094,3759.68120,       6.1,         0,       401,         0,         0,      2448,         0,         0,        -0,      -948,      -948,        -1,     -5782,     -5783,       702,        19,         6,         0,         0,         0,        -0,      -644,      -644,         0,         0,         0,       402,      1349,       702,      1347
       135,      1095,2604.78100,         0,         0,       507,        53,         0,         0,         0,         0,        -1,      -916,      -917,         0,         0,         0,       758,       146,         0,         0,         0,         0,        -0,      -651,      -651,         0,         0,         0,       507,      1424,       758,      1409
       136,      1096,1361.39760,         0,         0,       983,        99,         0,         0,         0,         0,        -1,      -556,      -557,         0,         0,         0,      1019,       274,         0,         0,         0,         0,        -1,      -531,      -531,         0,         0,         0,       984,      1541,      1019,      1550
       137,      1097,350.303300,       7.2,         0,      1053,       102,        23,      7581,       731,       166,        -1,      -517,      -518,        -9,     -3722,     -3731,      1042,       282,        39,         0,         0,         0,        -1,      -564,      -565,         0,         0,         0,      1054,      1571,      1042,      1606
       138,      1098,195.713000,     108.0,      77.4,      1165,       102,        89,    125852,     10984,      9639,        -1,      -501,      -502,      -130,    -54082,    -54212,      1110,       282,       230,     85896,     21829,     17825,        -1,      -574,      -575,       -61,    -44465,    -44525,      1167,      1667,      1111,      1685
       139,      1099,435.747400,         0,         0,       964,       102,         1,         0,         0,         0,        -1,      -586,      -587,         0,         0,         0,       978,       282,        29,         0,         0,         0,        -1,      -656,      -656,         0,         0,         0,       966,      1551,       979,      1635
       140,      1100, 93.851900,      70.8,       1.6,      1086,       102,        75,     76919,      7200,      5309,        -1,      -550,      -551,       -85,    -38954,    -39039,      1054,       282,       220,      1686,       451,       352,        -1,      -664,      -664,        -1,     -1062,     -1063,      1088,      1638,      1054,      1718
       141,      1101,167.870400,      86.5,      14.6,      1132,       102,        78,     97954,      8797,      6713,        -1,      -570,      -571,      -104,    -49280,    -49385,      1085,       282,       219,     15839,      4112,      3192,        -1,      -647,      -648,       -11,     -9453,     -9464,      1134,      1703,      1086,      1733
       142,      1102,155.180300,       1.7,       8.1,      1044,       102,        19,      1774,       173,        32,        -1,      -706,      -707,        -2,     -1200,     -1202,      1022,       281,        70,      8280,      2276,       564,        -1,      -727,      -728,        -6,     -5892,     -5898,      1045,      1751,      1023,      1750
       143,      1103, 55.642000,         0,         0,      1092,       102,        15,         0,         0,         0,        -1,      -596,      -598,         0,         0,         0,      1051,       282,       110,         0,         0,         0,        -1,      -767,      -767,         0,         0,         0,      1093,      1689,      1052,      1819
       144,      1104,100.108900,         0,         0,      1039,       102,        19,         0,         0,         0,        -1,      -657,      -658,         0,         0,         0,      1016,       282,       142,         0,         0,         0,        -1,      -766,      -767,         0,         0,         0,      1041,      1697,      1017,      1783
       145,      1105,358.428100,       2.0,         0,       949,        97,         0,      1899,       194,         0,        -1,      -558,      -559,        -2,     -1115,     -1117,      1005,       268,         2,         0,         0,         0,        -1,      -581,      -581,         0,         0,         0,       951,      1508,      1005,      1586
       146,      1106,217.661500,       5.1,         0,      1282,       102,        15,      6536,       519,        75,        -1,      -523,      -524,        -6,     -2665,     -2671,      1172,       281,        50,         0,         0,         0,        -1,      -597,      -598,         0,         0,         0,      1283,      1805,      1173,      1770
       147,      1107,1867.67340,       1.0,         0,       740,        70,         0,       740,        70,         0,        -1,      -648,      -649,        -1,      -648,      -649,       858,       197,         1,         0,         0,         0,        -1,      -703,      -703,         0,         0,         0,       741,      1389,       858,      1561
       148,      1108,5928.36540,         0,         0,        59,         0,         0,         0,         0,         0,        -0,      -283,      -283,         0,         0,         0,       162,         0,         0,         0,         0,         0,        -0,      -430,      -430,         0,         0,         0,        59,       342,       163,       592
       149,      1109,9813.58820,         0,         0,        79,         0,         0,         0,         0,         0,        -0,      -523,      -523,         0,         0,         0,       207,         0,         0,         0,         0,         0,        -0,      -618,      -619,         0,         0,         0,        79,       602,       207,       826
