TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byTran,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byTran,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byTran,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byTran,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byTran_wk,tmp_Job_byTran_dr,tmp_HH_byTran_wk,tmp_HH_byTran_dr,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        11,     30011,1280.56028,       2.9,         0,     64539,        85,      3960,         0,    187162,       247,     11484,         0,    -20402,    -44340,    -64741,    -59165,   -128585,   -187750,     42399,        84,      1251,         3,         0,         0,         0,         0,     -9702,    -31486,    -41188,         0,         0,         0,         0,        85,         0,        84,     84940,    129280,     52101,     83587
        12,     30012,599.771853,      12.5,         0,     75522,       142,      7726,         0,    944020,      1776,     96579,         0,    -25291,    -32335,    -57626,   -316143,   -404185,   -720328,     49783,       135,      3300,        13,         0,         0,         0,         0,    -12451,    -23821,    -36273,         0,         0,         0,         0,       142,         0,       135,    100813,    133148,     62235,     86056
        13,     30013,278.359848,         0,         0,     85229,      1792,     10202,         0,         0,         0,         0,         0,    -29059,    -24366,    -53426,         0,         0,         0,     56405,      2070,      4826,         4,         0,         0,         0,         0,    -14661,    -18449,    -33110,         0,         0,         0,         0,      1792,         0,      2070,    114288,    138655,     71066,     89515
        14,     30014,227.153493,         0,         0,     79643,      1743,     11094,       204,         0,         0,         0,         0,    -26971,    -25634,    -52606,         0,         0,         0,     52635,      1880,      5492,         1,         0,         0,         0,         0,    -13437,    -19353,    -32790,         0,         0,         0,         0,      1743,         0,      1880,    106615,    132249,     66072,     85425
        15,     30015,3152.46340,       1.0,     193.7,     58349,        60,      3282,       194,     58349,        60,      3282,       194,    -17102,    -28514,    -45615,    -17102,    -28514,    -45615,     38243,        66,      1522,         1,   7407651,     12729,    294724,       194,     -7879,    -21037,    -28916,  -1526237,  -4074812,  -5601048,         0,        60,         0,        66,     75451,    103964,     46122,     67159
        16,     30016,746.812178,       1.0,      73.2,     69808,      2194,     10162,       196,     69808,      2194,     10162,       196,    -22554,    -37511,    -60065,    -22554,    -37511,    -60065,     46022,      1535,      5226,         2,   3368837,    112344,    382511,       111,    -10913,    -26920,    -37833,   -798832,  -1970580,  -2769412,         0,      2194,         0,      1535,     92362,    129874,     56935,     83856
        17,     30017,407.588378,       3.9,         0,     75033,       139,      7644,        85,    292629,       544,     29811,       332,    -25214,    -34538,    -59752,    -98335,   -134697,   -233033,     49533,       132,      3333,         4,         0,         0,         0,         0,    -12410,    -25091,    -37501,         0,         0,         0,         0,       139,         0,       132,    100247,    134785,     61942,     87034
        18,     30018,309.030427,         0,     531.9,     77823,       156,      9928,       692,         0,         0,         0,         0,    -26266,    -33590,    -59855,         0,         0,         0,     51429,       147,      4807,         1,  27354925,     77934,   2556584,       332,    -13026,    -24417,    -37443,  -6928397, -12987660, -19916057,         0,       156,         0,       147,    104089,    137679,     64454,     88872
        19,     30019,196.205397,     154.0,      19.5,     64434,      5830,     11192,        84,   9922796,    897887,   1723541,     12969,    -19921,    -46620,    -66541,  -3067821,  -7179522, -10247344,     42463,      3286,      5950,       337,    828026,     64074,    116034,      6570,     -9430,    -32617,    -42047,   -183882,   -636036,   -819918,      5830,      1242,      3286,       997,     84355,    130975,     51893,     84510
        20,     30020,173.846732,     133.8,      39.9,     56912,      5965,     10963,       215,   7614875,    798093,   1466792,     28751,    -15761,    -56337,    -72098,  -2108860,  -7537885,  -9646746,     37367,      3657,      6076,       515,   1490932,    145901,    242427,     20565,     -7226,    -38652,    -45878,   -288316,  -1542225,  -1830540,      5965,      1510,      3657,      1181,     72674,    129011,     44593,     83245
        21,     30021,128.632214,         0,     352.5,     72692,      2092,     11476,       656,         0,         0,         0,         0,    -23964,    -40921,    -64885,         0,         0,         0,     48004,      1525,      5889,         5,  16921405,    537409,   2075806,      1667,    -11695,    -29148,    -40843,  -4122583, -10274624, -14397207,         0,      2092,         0,      1525,     96656,    137577,     59699,     88847
        22,     30022,104.210697,       1.9,       8.0,     71062,      1407,     11990,       462,    135017,      2673,     22781,       878,    -23162,    -43732,    -66893,    -44007,    -83090,   -127097,     46895,      1295,      6289,        27,    375164,     10361,     50314,       214,    -11252,    -30959,    -42211,    -90012,   -247673,   -337686,         0,      1407,         0,      1295,     94224,    137955,     58147,     89106
        23,     30023,135.607746,       3.9,      33.9,     68868,      4634,     12302,       279,    268584,     18073,     47979,      1089,    -22102,    -47263,    -69364,    -86196,   -184325,   -270521,     45422,      2536,      6627,       260,   1539815,     85986,    224641,      8815,    -10669,    -33194,    -43863,   -361675,  -1125290,  -1486965,      4634,       986,      2536,       971,     90969,    138232,     56091,     89286
        24,     30024,101.657431,      86.6,       1.1,     66429,      6408,     12323,       331,   5752781,    554969,   1067209,     28661,    -20918,    -50348,    -71266,  -1811496,  -4360099,  -6171594,     43808,      3505,      6698,       852,     48189,      3856,      7367,       937,    -10000,    -35051,    -45051,    -11000,    -38556,    -49556,      6408,       638,      3505,       826,     87347,    137695,     53808,     88859
        25,     30025,113.044793,     280.1,     133.2,     62194,      7409,     12264,       580,  17420597,   2075167,   3435190,    162470,    -18809,    -54658,    -73467,  -5268400, -15309788, -20578188,     41070,      4468,      6721,      1299,   5470569,    595147,    895302,    173010,     -8804,    -37682,    -46486,  -1172702,  -5019203,  -6191905,      7409,       926,      4468,       780,     81003,    135661,     49874,     87556
        26,     30026, 56.631464,     180.0,     182.6,     60741,      8010,     12177,       728,  10933321,   1441786,   2191830,    131122,    -18009,    -57522,    -75531,  -3241577, -10354029, -13595606,     40112,      5129,      6741,      1513,   7324482,    936531,   1230822,    276216,     -8378,    -39458,    -47836,  -1529842,  -7205053,  -8734896,      8010,       944,      5129,       806,     78749,    136272,     48490,     87948
        27,     30027,153.111351,         0,         0,     71531,      1385,     12025,       448,         0,         0,         0,         0,    -23297,    -34000,    -57297,         0,         0,         0,     47199,      1204,      6231,         3,         0,         0,         0,         0,    -11317,    -24777,    -36094,         0,         0,         0,         0,      1385,         0,      1204,     94828,    128828,     58515,     83293
        28,     30028,203.300975,       3.9,      66.3,     68390,      3872,     12798,      1476,    266722,     15102,     49911,      5755,    -21715,    -37618,    -59333,    -84688,   -146710,   -231397,     45082,      2090,      6995,       141,   2988957,    138580,    463792,      9373,    -10442,    -27099,    -37541,   -692287,  -1796652,  -2488939,      3872,      1083,      2090,       970,     90105,    127723,     55524,     82623
        29,     30029, 83.574133,     136.7,       1.2,     63677,      6465,     12907,      1409,   8704635,    883802,   1764359,    192568,    -19618,    -43606,    -63224,  -2681729,  -5960960,  -8642689,     42026,      3362,      7155,      1114,     50431,      4035,      8586,      1337,     -9261,    -30773,    -40034,    -11113,    -36928,    -48041,      6465,       540,      3362,       722,     83295,    126901,     51287,     82060
        30,     30030,108.781129,     304.2,      91.3,     59451,      7830,     12809,      1432,  18084874,   2381853,   3896620,    435541,    -17397,    -54423,    -71820,  -5292169, -16555420, -21847589,     39260,      4637,      7142,      1731,   3584431,    423350,    652027,    158080,     -8066,    -37201,    -45268,   -736428,  -3396497,  -4132925,      7830,       827,      4637,       762,     76848,    131270,     47326,     84527
        31,     30031, 64.047264,     186.8,     197.3,     60713,      6587,     12665,      1464,  11341128,   1230428,   2365870,    273410,    -18015,    -46858,    -64873,  -3365156,  -8753042, -12118198,     40141,      5006,      7133,      1979,   7919775,    987722,   1407289,    390481,     -8384,    -32495,    -40879,  -1654154,  -6411246,  -8065401,      6587,       731,      5006,       662,     78727,    125585,     48525,     81020
        32,     30032, 46.605744,     103.0,       1.2,     58245,      6623,     12015,       634,   5999199,    682126,   1237574,     65291,    -16609,    -58912,    -75520,  -1710705,  -6067885,  -7778589,     38357,      4137,      6710,      1448,     46029,      4964,      8053,      1738,     -7653,    -40337,    -47990,     -9183,    -48405,    -57588,      6623,       893,      4137,       771,     74853,    133765,     46010,     86348
        33,     30033, 64.212087,     130.9,       8.4,     56546,      6496,     12501,      1238,   7401920,    850356,   1636327,    162115,    -15599,    -48513,    -64113,  -2041952,  -6350398,  -8392350,     37218,      4083,      7100,      1885,    312632,     34295,     59636,     15835,     -7164,    -33510,    -40674,    -60178,   -281488,   -341666,      6496,       874,      4083,       777,     72146,    120659,     44382,     77893
        34,     30034, 67.305935,     170.4,      17.9,     55261,      5296,     11820,       431,   9416439,    902460,   2014061,     73395,    -14839,    -61712,    -76551,  -2528633, -10515703, -13044335,     36214,      3226,      6699,      1234,    648239,     57752,    119910,     22089,     -6787,    -42113,    -48900,   -121480,   -753827,   -875307,      5296,      1473,      3226,      1108,     70100,    131812,     43001,     85114
        35,     30035, 80.425663,     252.2,         0,     53035,      4588,     12158,       572,  13375386,   1157113,   3066321,    144270,    -13512,    -52226,    -65738,  -3407758, -13171296, -16579054,     34702,      2765,      7017,      1371,         0,         0,         0,         0,     -6261,    -35711,    -41972,         0,         0,         0,      4588,       841,      2765,       742,     66547,    118773,     40962,     76673
        36,     30036, 66.078085,      79.9,         0,     47618,      1706,     11506,       115,   3804655,    136277,    919292,      9204,     -9901,    -62527,    -72428,   -791075,  -4995938,  -5787013,     30749,      1126,      6736,       890,         0,         0,         0,         0,     -4816,    -41762,    -46578,         0,         0,         0,         0,      1706,         0,      1126,     57519,    120046,     35564,     77327
        37,     30037,213.267221,       1.0,       5.1,     83796,      1301,     12495,       295,     83796,      1301,     12495,       295,    -28550,    -28482,    -57032,    -28550,    -28482,    -57032,     55482,      1273,      6523,         1,    282957,      6494,     33267,         6,    -14354,    -21096,    -35450,    -73207,   -107588,   -180794,         0,      1301,         0,      1273,    112346,    140828,     69836,     90932
        38,     30038,207.268944,       1.0,    1243.0,     77775,      3481,     13236,      2358,     77775,      3481,     13236,      2358,    -26202,    -34275,    -60477,    -26202,    -34275,    -60477,     51482,      1945,      7328,       110,  63992588,   2417325,   9108348,    136987,    -12985,    -24861,    -37845, -16139765, -30902065, -47041831,      3481,       626,      1945,       876,    103977,    138252,     64467,     89328
        39,     30039, 82.626687,      53.9,     149.2,     64476,      5690,     13296,      4869,   3475244,    306708,    716669,    262419,    -19913,    -41816,    -61730,  -1073313,  -2253909,  -3327221,     42544,      2995,      7495,      1053,   6347539,    446890,   1118300,    157135,     -9435,    -29677,    -39112,  -1407643,  -4427825,  -5835468,      5690,       429,      2995,       616,     84389,    126205,     51978,     81656
        40,     30040,118.118363,     333.1,     269.2,     62136,      7767,     13214,      4812,  20697459,   2587182,   4401546,   1602714,    -18806,    -44159,    -62965,  -6264314, -14709375, -20973689,     41044,      4702,      7473,      1620,  11049099,   1265653,   2011703,    436198,     -8811,    -31098,    -39909,  -2371918,  -8371571, -10743489,      7767,       401,      4702,       610,     80942,    125101,     49855,     80953
        41,     30041, 42.716753,     105.9,     336.7,     58269,      5775,     13010,      3065,   6170652,    611522,   1377714,    324592,    -16572,    -47623,    -64195,  -1755018,  -5043230,  -6798248,     38440,      4648,      7413,      1908,  12942608,   1565024,   2495903,    642497,     -7639,    -33007,    -40647,  -2572119, -11113607, -13685726,      5775,       473,      4648,       659,     74841,    122464,     46079,     79086
        42,     30042, 43.532671,      56.8,      89.4,     59847,      5312,     12850,      2115,   3399315,    301713,    729872,    120122,    -17636,    -49575,    -67211,  -1001699,  -2815888,  -3817587,     39555,      4017,      7378,      1800,   3536204,    359120,    659561,    160912,     -8196,    -34239,    -42434,   -732701,  -3060938,  -3793639,      5312,       841,      4017,       754,     77483,    127058,     47751,     81989
        43,     30043, 79.992258,     168.5,      84.8,     55454,      3718,     12476,       906,   9344038,    626420,   2102165,    152609,    -15093,    -52669,    -67762,  -2543220,  -8874698, -11417917,     36470,      2813,      7249,      1326,   3092652,    238505,    614697,    112482,     -6938,    -36132,    -43070,   -588347,  -3063987,  -3652334,      3718,       880,      2813,       775,     70548,    123216,     43408,     79540
        44,     30044, 35.151657,     112.6,         0,     54077,       856,     12147,       277,   6089037,     96361,   1367760,     31217,    -14108,    -54661,    -68769,  -1588554,  -6154802,  -7743356,     35476,       757,      7175,       901,         0,         0,         0,         0,     -6482,    -37349,    -43830,         0,         0,         0,         0,       856,         0,       757,     68185,    122845,     41958,     79306
        45,     30045, 43.925164,      47.2,      28.2,     52653,       899,     11957,       153,   2485227,     42434,    564357,      7202,    -13112,    -57290,    -70402,   -618908,  -2704068,  -3322976,     34424,       875,      7163,       578,    970767,     24689,    202009,     16286,     -6066,    -38966,    -45033,   -171072,  -1098845,  -1269917,         0,       899,         0,       875,     65766,    123055,     40491,     79457
        46,     30046,151.481435,         0,         0,     48274,      1198,     11466,        28,         0,         0,         0,         0,    -10188,    -63427,    -73615,         0,         0,         0,     31237,       883,      7073,       120,         0,         0,         0,         0,     -4905,    -42615,    -47520,         0,         0,         0,         0,      1198,         0,       883,     58461,    121888,     36142,     78757
        48,     30048,456.875777,       3.9,         0,     73835,       131,      5222,         0,    287955,       513,     20366,         0,    -24537,    -38629,    -63166,    -95693,   -150654,   -246347,     48622,       126,      1959,         4,         0,         0,         0,         0,    -12015,    -27935,    -39950,         0,         0,         0,         0,       131,         0,       126,     98371,    137001,     60637,     88572
        49,     30049,239.937161,         0,      90.5,     83549,       595,     12836,       151,         0,         0,         0,         0,    -28457,    -32941,    -61398,         0,         0,         0,     55336,      1014,      6724,         2,   5007911,     91755,    608484,       147,    -14296,    -23939,    -38234,  -1293744,  -2166452,  -3460196,         0,       595,         0,      1014,    112006,    144947,     69632,     93570
        50,     30050,248.042036,       2.9,     216.4,     76531,      3175,     13482,      2548,    221940,      9206,     39097,      7389,    -25664,    -39195,    -64859,    -74426,   -113665,   -188091,     50675,      1552,      7507,       178,  10966074,    335875,   1624560,     38573,    -12667,    -28033,    -40700,  -2741159,  -6066328,  -8807487,      3175,       372,      1552,       515,    102195,    141390,     63342,     91375
        51,     30051, 46.653357,       4.8,      58.4,     67343,      5044,     13528,      4075,    323248,     24211,     64934,     19560,    -23258,    -39781,    -63039,   -111640,   -190948,   -302588,     44517,      2457,      7688,       879,   2599795,    143513,    448972,     51313,    -11460,    -28403,    -39864,   -669289,  -1658762,  -2328052,      5044,       329,      2457,       473,     90602,    130382,     55977,     84381
        52,     30052, 45.509891,      45.2,    1970.9,     71691,      4312,     13454,      4989,   3240444,    194884,    608136,    225505,    -23495,    -43631,    -67126,  -1061987,  -1972118,  -3034105,     47466,      2997,      7649,      1183,  93550649,   5907394,  15075140,   2332010,    -11443,    -30790,    -42233, -22552709, -60683781, -83236490,      4312,       394,      2997,       445,     95187,    138817,     58909,     89699
        53,     30053, 77.585652,     204.1,    1354.4,     63156,      5324,     13357,      5287,  12890091,   1086573,   2726241,   1079058,    -19909,    -42206,    -62115,  -4063333,  -8614333, -12677666,     41760,      4077,      7646,      1586,  56559922,   5521843,  10355959,   2148349,     -9460,    -29765,    -39225, -12812613, -40314020, -53126633,      5324,       367,      4077,       463,     83064,    125271,     51220,     80985
        54,     30054, 72.913789,     157.9,     649.5,     60873,      4575,     13190,      4168,   9611833,    722392,   2082777,    658074,    -18054,    -48507,    -66561,  -2850764,  -7659224, -10509988,     40266,      4400,      7606,      1653,  26152718,   2857725,   4939781,   1073776,     -8411,    -33598,    -42009,  -5462892, -21821939, -27284831,      4575,       479,      4400,       676,     78927,    127434,     48677,     82275
        55,     30055, 75.013534,     148.2,     230.6,     62081,      4572,     13054,      2565,   9200457,    677578,   1934532,    380170,    -20443,    -44191,    -64634,  -3029661,  -6549033,  -9578694,     41139,      3699,      7581,      1398,   9486541,    852936,   1748113,    322398,     -9804,    -30890,    -40694,  -2260866,  -7123153,  -9384019,      4572,       439,      3699,       639,     82524,    126715,     50943,     81832
        56,     30056, 26.131260,      28.9,         0,     61137,       343,     12922,      1437,   1766851,      9903,    373442,     41515,    -19989,    -46622,    -66612,   -577695,  -1347378,  -1925074,     40502,       440,      7584,       972,         0,         0,         0,         0,     -9565,    -32433,    -41998,         0,         0,         0,         0,       343,         0,       440,     81126,    127748,     50067,     82500
        57,     30057, 28.559692,      68.3,         0,     58154,       839,     12690,      1176,   3971899,     57295,    866732,     80295,    -16638,    -52644,    -69282,  -1136359,  -3595595,  -4731954,     38378,       760,      7409,      1180,         0,         0,         0,         0,     -7684,    -36167,    -43850,         0,         0,         0,         0,       839,         0,       760,     74791,    127436,     46062,     82229
        58,     30058,252.494945,         0,         0,     50380,       979,     12446,       239,         0,         0,         0,         0,    -11552,    -63961,    -75513,         0,         0,         0,     32773,       943,      7488,       368,         0,         0,         0,         0,     -5434,    -43151,    -48585,         0,         0,         0,         0,       979,         0,       943,     61932,    125893,     38207,     81358
        59,     30059,190.274203,         0,         0,     78434,       751,     12926,        70,         0,         0,         0,         0,    -26450,    -42026,    -68475,         0,         0,         0,     51910,      1183,      6851,         0,         0,         0,         0,         0,    -13129,    -29863,    -42992,         0,         0,         0,         0,       751,         0,      1183,    104884,    146909,     65039,     94902
        60,     30060,195.748829,         0,         0,     74081,      3272,     13379,       288,         0,         0,         0,         0,    -24520,    -47604,    -72124,         0,         0,         0,     49025,      1869,      7431,       336,         0,         0,         0,         0,    -12005,    -33462,    -45467,         0,         0,         0,      3272,       420,      1869,       719,     98602,    146206,     61029,     94491
        61,     30061, 88.242831,     188.7,         0,     69398,      5183,     13487,      1925,  13095462,    978019,   2545029,    363173,    -24167,    -41629,    -65796,  -4560328,  -7855347, -12415676,     45910,      2981,      7692,       876,         0,         0,         0,         0,    -11958,    -29624,    -41583,         0,         0,         0,      5183,       302,      2981,       435,     93565,    135194,     57868,     87493
        62,     30062, 75.224599,     179.1,      16.9,     73908,      6407,     13452,      3217,  13236849,   1147566,   2409207,    576083,    -26413,    -39016,    -65430,  -4730647,  -6987814, -11718461,     48998,      3668,      7767,      1464,    828069,     61987,    131269,     24736,    -13222,    -27882,    -41104,   -223448,   -471211,   -694659,      6407,       312,      3668,       461,    100321,    139337,     62220,     90102
        63,     30063, 35.770124,      17.3,     212.8,     64525,      5624,     13504,      4376,   1116290,     97297,    233616,     75709,    -21836,    -39447,    -61283,   -377763,   -682427,  -1060190,     42635,      2687,      7737,      1314,   9072698,    571763,   1646444,    279581,    -10644,    -28222,    -38866,  -2265067,  -6005663,  -8270730,      5624,       345,      2687,       404,     86361,    125808,     53279,     81501
        64,     30064, 85.373297,     196.4,     103.2,     75236,      7115,     13359,      2878,  14776398,   1397417,   2623767,    565161,    -26977,    -38143,    -65121,  -5298316,  -7491372, -12789688,     49929,      4159,      7801,      1909,   5152634,    429171,    805056,    196977,    -13531,    -27280,    -40812,  -1396450,  -2815326,  -4211776,      7115,       306,      4159,       374,    102213,    140357,     63460,     90740
        65,     30065, 97.758595,     258.0,      71.9,     62585,      6489,     13412,      4694,  16146852,   1674081,   3460260,   1211065,    -20831,    -41449,    -62280,  -5374335, -10693927, -16068262,     41448,      4288,      7766,      1631,   2980097,    308336,    558403,    117258,    -10044,    -29273,    -39317,   -722181,  -2104736,  -2826917,      6489,       305,      4288,       401,     83415,    124865,     51492,     80765
        66,     30066, 51.309541,     159.8,     122.9,     71850,      4259,     13270,      2112,  11481596,    680666,   2120469,    337523,    -25319,    -41371,    -66690,  -4046030,  -6611100, -10657130,     47696,      3395,      7799,      1745,   5861876,    417209,    958520,    214511,    -12580,    -29128,    -41708,  -1546095,  -3579850,  -5125945,      4259,       299,      3395,       309,     97169,    138540,     60276,     89405
        67,     30067, 57.422659,     134.8,     124.6,     64554,      4862,     13321,      3869,   8701844,    655357,   1795728,    521597,    -21667,    -41774,    -63440,  -2920699,  -5631078,  -8551777,     42770,      4201,      7757,      1667,   5329147,    523496,    966518,    207760,    -10516,    -29396,    -39912,  -1310312,  -3662767,  -4973080,      4862,       340,      4201,       426,     86221,    127994,     53286,     82682
        68,     30068, 52.467391,     171.3,      39.7,     67969,      5043,     13117,      1297,  11643054,    863792,   2246938,    222104,    -23477,    -45063,    -68541,  -4021690,  -7719311, -11741001,     45066,      3716,      7770,      1307,   1789113,    147544,    308456,     51892,    -11557,    -31508,    -43065,   -458800,  -1250876,  -1709676,      5043,       282,      3716,       384,     91446,    136509,     56622,     88131
        69,     30069, 57.773502,      24.1,      25.6,     62788,      4486,     13181,      1951,   1513195,    108108,    317661,     47024,    -20794,    -47317,    -68112,   -501146,  -1140343,  -1641488,     41605,      3850,      7736,      1347,   1065088,     98565,    198040,     34491,    -10002,    -32935,    -42937,   -256050,   -843128,  -1099177,      4486,       311,      3850,       415,     83583,    130900,     51607,     84542
        70,     30070, 34.826126,      82.8,      24.5,     66240,       279,     12932,       833,   5484653,     23135,   1070744,     69013,    -22593,    -47031,    -69624,  -1870712,  -3894140,  -5764852,     43902,       400,      7718,       879,   1075609,      9795,    189094,     21537,    -11048,    -32772,    -43820,   -270672,   -802917,  -1073588,         0,       279,         0,       400,     88833,    135864,     54950,     87722
        71,     30071,143.723585,         0,         0,     62894,       516,     12640,       357,         0,         0,         0,         0,    -20970,    -53256,    -74225,         0,         0,         0,     41692,       472,      7613,       401,         0,         0,         0,         0,    -10107,    -36723,    -46830,         0,         0,         0,         0,       516,         0,       472,     83864,    137120,     51799,     88522
        72,     30072, 34.086920,      72.2,      93.7,     61840,       372,     12910,       892,   4464829,     26855,    932073,     64398,    -20319,    -49271,    -69591,  -1467044,  -3557398,  -5024441,     40978,       494,      7660,       806,   3839593,     46282,    717727,     75480,     -9737,    -34160,    -43897,   -912399,  -3200771,  -4113170,         0,       372,         0,       494,     82159,    131430,     50715,     84875
        73,     30073,115.092528,       3.9,         0,     68198,       679,     12041,       200,    265974,      2646,     46960,       780,    -23633,    -50159,    -73792,    -92170,   -195620,   -287790,     45245,       759,      7370,       129,         0,         0,         0,         0,    -11644,    -34722,    -46366,         0,         0,         0,         0,       679,         0,       759,     91832,    141991,     56889,     91611
        74,     30074,227.309852,         0,         0,     67590,        94,     12619,        17,         0,         0,         0,         0,    -21331,    -56473,    -77803,         0,         0,         0,     44500,        92,      6808,        19,         0,         0,         0,         0,    -10227,    -39378,    -49605,         0,         0,         0,         0,        94,         0,        92,     88921,    145393,     54727,     94106
        75,     30075,149.658472,     116.5,     180.4,     86425,      6492,     13149,      1577,  10068470,    756336,   1531815,    183696,    -31210,    -33675,    -64885,  -3636023,  -3923134,  -7559158,     57293,      4361,      7439,       753,  10335720,    786741,   1341930,    135765,    -16034,    -24321,    -40354,  -2892461,  -4387437,  -7279898,      6492,       745,      4361,      1014,    117635,    151310,     73327,     97648
        76,     30076,114.941966,      71.2,       8.2,     73380,      4967,     13326,      1186,   5224677,    353651,    948847,     84414,    -26064,    -40512,    -66576,  -1855756,  -2884471,  -4740226,     48625,      3188,      7564,       851,    398728,     26142,     62024,      6982,    -13015,    -28910,    -41925,   -106723,   -237065,   -343788,      4967,       517,      3188,       901,     99444,    139957,     61640,     90551
        77,     30077, 80.280561,     123.2,     752.5,     79814,      5978,     13302,      2054,   9833088,    736486,   1638834,    252996,    -28921,    -37750,    -66671,  -3563088,  -4650821,  -8213909,     52937,      4337,      7666,      1463,  39835120,   3263963,   5768387,   1100636,    -14682,    -26994,    -41676, -11048104, -20313250, -31361354,      5978,       318,      4337,       386,    108735,    146485,     67619,     94613
